,Platform,Year,Genre,Publisher,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,freq_name
3405,PS3,2012,Action,Ubisoft Annecy,0.14,63.0,20.0,8.0,23.0,13.0,28.0,15.5,3.0,Blu-Ray,japonais,anglais,1.0
3406,PS3,2007,Sports,Take-Two Interactive,0.14,82.0,18.0,6.4,8.0,11.0,3.0,19.0,3.0,Blu-Ray,anglais,anglais,1.0
3407,PS,1996,Puzzle,Virgin Interactive,0.14,83.0,9.0,8.5,15.0,11.0,1.0,15.0,3.0,Autre,français,français,1.0
3408,DS,2008,Strategy,SouthPeak Games,0.14,80.0,40.0,8.5,26.0,11.0,6.0,15.3,3.0,Cartouche,français,français,2.0
3409,GBA,2002,Action,THQ,0.14,58.0,8.0,5.8,4.0,9.0,10.0,10.2,3.0,Autre,français,français,1.0
3410,PSP,2007,Role-Playing,505 Games,0.14,64.0,22.0,7.6,28.0,11.0,18.0,16.1,12.0,UMD,français,français,2.0
3411,PS3,2014,Fighting,Atlus,0.14,84.0,38.0,5.2,291.0,11.0,3.0,14.7,12.0,Blu-Ray,français,français,3.0
3412,WiiU,2012,Sports,Take-Two Interactive,0.14,85.0,17.0,7.2,49.0,15.0,6.0,14.7,3.0,Autre,anglais,français,1.0
3413,PC,2015,Simulation,Paradox Interactive,0.14,85.0,60.0,8.7,2065.0,11.0,0.0,15.0,3.0,Autre,français,français,4.0
3414,PSP,2011,Sports,Sega,0.14,66.0,4.0,7.3,6.0,16.0,145.0,15.1,3.0,Autre,français,français,3.0
3415,GC,2002,Racing,Ubisoft,0.14,60.0,10.0,7.7,9.0,16.0,6.0,19.2,3.0,Autre,français,français,3.0
3416,PSP,2006,Misc,Sony Computer Entertainment,0.14,67.0,43.0,6.0,21.0,12.0,5.0,13.4,3.0,Autre,français,français,4.0
3417,GC,2002,Racing,Vivendi Games,0.14,56.0,7.0,8.2,5.0,12.0,11.0,15.0,3.0,Autre,français,français,3.0
3418,PS3,2009,Action,SouthPeak Games,0.14,50.0,31.0,6.0,23.0,9.0,13.0,12.2,12.0,Blu-Ray,français,français,2.0
3419,PSP,2010,Role-Playing,Nippon Ichi Software,0.14,81.0,19.0,9.6,1080.0,16.0,2.0,17.5,3.0,PlayStation Store,français,français,1.0
3420,DS,2011,Puzzle,Sega,0.14,76.0,22.0,7.4,14.0,11.0,2.0,19.5,3.0,Cartouche,français,français,3.0
3421,GBA,2002,Role-Playing,Atari,0.14,58.0,13.0,8.2,9.0,15.0,11.0,11.7,3.0,Cartouche,français,français,4.0
3422,PC,2016,Action,Ubisoft,0.14,74.0,18.0,6.7,1034.0,16.0,75.0,15.4,18.0,Autre,français,français,3.0
3423,DS,2005,Racing,Electronic Arts,0.14,65.0,13.0,5.8,40.0,14.0,55.0,14.2,3.0,Cartouche,français,français,2.0
3424,PC,2010,Action,Capcom,0.14,78.0,17.0,6.5,269.0,16.0,156.0,14.3,18.0,DVD,anglais,français,2.0
3425,Wii,2006,Action,Midway Games,0.14,46.0,11.0,6.9,17.0,10.0,7.0,11.1,3.0,Autre,français,français,3.0
3426,PS,1995,Shooter,THQ,0.14,81.0,25.0,6.9,175.0,11.0,3.0,15.3,3.0,CD,anglais,anglais,4.0
3427,Wii,2008,Sports,Take-Two Interactive,0.14,63.0,10.0,7.6,16.0,11.0,0.0,15.0,3.0,DVD,français,français,1.0
3428,XB,2002,Fighting,Capcom,0.14,65.0,19.0,8.1,27.0,17.0,47.0,17.3,12.0,Autre,français,français,1.0
3429,PS2,2006,Fighting,Sega,0.14,78.0,19.0,7.5,11.0,11.0,3.0,17.7,12.0,Autre,français,anglais,1.0
3430,PS4,2015,Action,PQube,0.14,80.0,10.0,7.6,55.0,11.0,2.0,18.0,3.0,Blu-Ray,français,français,4.0
3431,PS3,2008,Adventure,Atari,0.14,69.0,25.0,5.7,71.0,13.0,83.0,12.6,18.0,Blu-Ray,français,français,3.0
3432,PS3,2009,Shooter,Bethesda Softworks,0.14,27.0,24.0,2.9,91.0,8.0,47.0,11.3,18.0,Blu-Ray,français,français,2.0
3433,PS3,2014,Misc,Sony Computer Entertainment Europe,0.14,47.0,19.0,4.8,21.0,11.0,1.0,5.0,3.0,Autre,français,français,2.0
3434,PS3,2010,Misc,Deep Silver,0.14,68.0,11.0,6.5,10.0,5.0,8.0,7.6,12.0,Blu-Ray,français,français,2.0
3435,DS,2009,Action,Electronic Arts,0.14,47.0,16.0,7.5,4.0,10.0,2.0,13.5,12.0,Cartouche,français,français,3.0
3436,PSV,2013,Sports,Sega,0.14,85.0,41.0,5.7,298.0,17.0,1.0,18.0,3.0,DVD,français,français,3.0
3437,3DS,2011,Misc,Rising Star Games,0.14,75.0,21.0,7.9,26.0,13.0,7.0,14.7,3.0,Cartouche,français,français,3.0
3438,PSV,2011,Puzzle,Namco Bandai Games,0.14,69.0,41.0,7.4,59.0,10.0,15.0,13.9,3.0,Autre,anglais,anglais,1.0
3439,X360,2006,Racing,THQ,0.14,80.0,50.0,7.4,14.0,17.0,29.0,16.7,3.0,Autre,français,français,4.0
3440,DS,2009,Role-Playing,Sega,0.14,76.0,30.0,7.9,62.0,11.0,1.0,13.0,3.0,Cartouche,français,français,1.0
3441,GBA,2002,Racing,LEGO Media,0.14,71.0,4.0,5.3,10.0,14.0,1.0,15.0,3.0,Autre,français,français,2.0
3442,PSP,2006,Strategy,Konami Digital Entertainment,0.14,62.0,8.0,7.8,53.0,11.0,49.0,14.1,3.0,UMD,français,français,2.0
3443,Wii,2008,Racing,Ubisoft,0.14,49.0,22.0,7.1,10.0,8.0,2.0,8.0,3.0,DVD,français,français,4.0
3444,PS2,2004,Sports,Electronic Arts,0.14,76.0,21.0,6.4,18.0,13.0,23.0,14.9,3.0,DVD,français,français,3.0
3445,PSV,2014,Sports,Sony Computer Entertainment America,0.14,68.0,6.0,7.0,25.0,11.0,7.0,17.1,3.0,Autre,français,anglais,3.0
3446,PC,2010,Role-Playing,Electronic Arts,0.14,82.0,38.0,8.0,547.0,14.0,77.0,14.1,18.0,DVD,français,français,1.0
3447,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.14,56.0,10.0,5.6,5.0,13.0,3.0,16.0,12.0,Blu-Ray DVD,français,français,4.0
3448,XB,2003,Sports,Acclaim Entertainment,0.14,68.0,17.0,8.1,8.0,15.0,3.0,17.7,3.0,Autre,anglais,anglais,1.0
3449,PS3,2014,Role-Playing,Sega,0.14,74.0,5.0,8.2,19.0,11.0,0.0,15.0,12.0,Blu-Ray,japonais,japonais,4.0
3450,Wii,2008,Simulation,Majesco Entertainment,0.14,60.0,7.0,7.2,5.0,12.0,4.0,15.0,3.0,Autre,français,français,3.0
3451,GBA,2002,Action,Ubisoft,0.14,66.0,20.0,8.4,16.0,15.0,17.0,15.0,3.0,Cartouche,français,français,2.0
3452,PS2,2001,Shooter,Sony Computer Entertainment,0.14,65.0,18.0,7.1,11.0,13.0,20.0,13.9,12.0,DVD,français,français,3.0
3453,X360,2010,Role-Playing,Focus Home Interactive,0.14,72.0,13.0,8.0,60.0,18.0,102.0,17.0,12.0,DVD,français,français,1.0
3454,PSP,2005,Misc,505 Games,0.14,65.0,17.0,2.7,18.0,11.0,1.0,8.0,12.0,Autre,français,français,1.0
3455,XOne,2014,Sports,Konami Digital Entertainment,0.14,79.0,9.0,6.7,71.0,16.0,43.0,15.5,3.0,Autre,français,français,2.0
3456,PC,2011,Shooter,Tripwire Interactive,0.14,76.0,49.0,7.3,770.0,11.0,8.0,14.9,3.0,Autre,français,français,2.0
3457,GC,2004,Sports,Electronic Arts,0.14,88.0,30.0,8.2,23.0,17.0,8.0,18.0,3.0,Autre,anglais,français,3.0
3458,Wii,2010,Shooter,Ubisoft,0.14,46.0,21.0,6.5,11.0,12.0,25.0,16.0,16.0,Autre,français,français,2.0
3459,PS2,2002,Sports,Eidos Interactive,0.14,49.0,11.0,4.2,5.0,12.0,19.0,12.8,3.0,Autre,français,français,4.0
3460,XB,2004,Sports,Sega,0.14,78.0,23.0,7.4,8.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
3461,XB,2003,Strategy,Activision,0.14,79.0,31.0,8.3,26.0,15.0,7.0,19.1,12.0,Autre,français,français,4.0
3462,XB,2002,Fighting,Acclaim Entertainment,0.14,65.0,10.0,6.5,4.0,9.0,2.0,14.0,12.0,Autre,français,anglais,2.0
3463,PSP,2012,Action,Nihon Falcom Corporation,0.14,79.0,22.0,8.3,117.0,11.0,1.0,19.0,3.0,UMD,français,français,1.0
3464,PS3,2008,Shooter,Atari,0.13,50.0,31.0,7.2,36.0,10.0,38.0,11.4,18.0,Blu-Ray,français,français,2.0
3465,PS2,2003,Role-Playing,Square Enix,0.13,85.0,49.0,7.1,79.0,11.0,0.0,15.0,3.0,DVD,français,français,2.0
3466,GBA,2003,Shooter,Electronic Arts,0.13,66.0,6.0,7.2,13.0,13.0,17.0,12.6,12.0,Cartouche,français,français,3.0
3467,PS,2001,Platform,Konami Digital Entertainment,0.13,69.0,16.0,7.1,31.0,10.0,15.0,13.3,3.0,Autre,français,français,3.0
3468,Wii,2008,Sports,Konami Digital Entertainment,0.13,79.0,16.0,8.9,26.0,11.0,1.0,15.0,3.0,DVD,français,français,2.0
3469,X360,2007,Sports,Take-Two Interactive,0.13,71.0,43.0,7.4,17.0,16.0,4.0,18.0,16.0,Blu-Ray DVD,anglais,français,1.0
3470,Wii,2008,Role-Playing,Sting,0.13,73.0,11.0,8.4,24.0,12.0,9.0,15.0,12.0,DVD,anglais,français,1.0
3471,PS2,2004,Action,Konami Digital Entertainment,0.13,59.0,22.0,8.1,14.0,10.0,10.0,14.7,12.0,CD,anglais,français,1.0
3472,GBA,2002,Sports,Sega,0.13,80.0,16.0,7.8,5.0,11.0,0.0,15.0,3.0,Cartouche,français,français,3.0
3473,DS,2005,Misc,Atari,0.13,51.0,17.0,3.7,7.0,2.0,12.0,4.6,3.0,Cartouche,anglais,anglais,3.0
3474,PS3,2008,Sports,Take-Two Interactive,0.13,70.0,21.0,6.8,4.0,15.0,9.0,14.6,16.0,Blu-Ray,anglais,français,1.0
3475,DS,2009,Puzzle,Zoo Digital Publishing,0.13,64.0,12.0,6.3,4.0,11.0,1.0,14.0,3.0,Cartouche,français,français,1.0
3476,PSV,2013,Misc,Namco Bandai Games,0.13,54.0,20.0,6.2,60.0,12.0,4.0,12.0,12.0,Autre,anglais,anglais,4.0
3477,XB,2004,Platform,THQ,0.13,75.0,22.0,8.6,13.0,14.0,1.0,18.0,3.0,Autre,français,français,4.0
3478,X360,2011,Fighting,505 Games,0.13,26.0,4.0,2.5,21.0,11.0,3.0,11.0,12.0,DVD,français,français,4.0
3479,XOne,2015,Action,Activision,0.13,75.0,25.0,7.8,71.0,14.0,2.0,16.5,3.0,Autre,français,français,4.0
3480,XOne,2015,Action,Capcom,0.13,86.0,20.0,8.0,296.0,18.0,30.0,16.3,3.0,Autre,français,français,4.0
3481,PS2,2005,Role-Playing,Konami Digital Entertainment,0.13,72.0,35.0,8.8,35.0,14.0,24.0,16.2,3.0,DVD,anglais,français,3.0
3482,DS,2005,Action,Ubisoft,0.13,82.0,41.0,8.5,115.0,6.0,40.0,6.5,3.0,Cartouche,anglais,français,1.0
3483,PS,1997,Role-Playing,Konami Digital Entertainment,0.13,89.0,80.0,8.7,1412.0,11.0,2.0,19.0,3.0,Autre,français,français,3.0
3484,X360,2006,Fighting,Konami Digital Entertainment,0.13,62.0,54.0,6.4,35.0,12.0,28.0,12.1,12.0,DVD,anglais,français,2.0
3485,Wii,2009,Role-Playing,Nippon Ichi Software,0.13,76.0,12.0,7.8,18.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
3486,PS2,2008,Role-Playing,Atlus,0.13,79.0,23.0,4.5,213.0,11.0,1.0,17.0,3.0,DVD,français,français,1.0
3487,X360,2010,Role-Playing,DTP Entertainment,0.13,42.0,14.0,7.3,26.0,12.0,22.0,14.7,16.0,Autre,français,français,3.0
3488,DS,2005,Platform,Disney Interactive Studios,0.13,61.0,14.0,7.9,7.0,10.0,9.0,11.7,3.0,Autre,français,français,1.0
3489,PS2,2001,Action,3DO,0.13,39.0,13.0,4.7,6.0,11.0,2.0,14.5,3.0,Autre,français,français,3.0
3490,XB,2004,Misc,Ubisoft,0.13,79.0,12.0,8.3,7.0,17.0,3.0,17.7,3.0,Autre,français,français,4.0
3491,X360,2007,Racing,Tecmo Koei,0.13,61.0,30.0,4.4,20.0,10.0,17.0,13.1,3.0,DVD,français,français,3.0
3492,XB,2002,Action,Atari,0.13,44.0,19.0,0.8,83.0,8.0,4.0,6.3,3.0,DVD,anglais,français,2.0
3493,GC,2002,Sports,Electronic Arts,0.13,79.0,20.0,7.1,18.0,16.0,18.0,18.0,3.0,Autre,français,français,2.0
3494,PS,2000,Adventure,Eidos Interactive,0.13,75.0,7.0,7.1,12.0,14.0,31.0,15.5,3.0,Autre,français,français,4.0
3495,SAT,1997,Strategy,Sega,0.13,77.0,20.0,8.6,24.0,11.0,7.0,19.1,12.0,Autre,français,français,1.0
3496,PSP,2012,Role-Playing,Namco Bandai Games,0.13,79.0,22.0,8.3,117.0,14.0,7.0,16.9,3.0,UMD,français,français,2.0
3497,GBA,2004,Fighting,THQ,0.13,55.0,12.0,8.2,5.0,9.0,6.0,15.0,12.0,Cartouche,anglais,anglais,3.0
3498,3DS,2015,Action,Namco Bandai Games,0.13,79.0,15.0,7.3,13.0,11.0,0.0,15.0,3.0,Cartouche,français,français,1.0
3499,X360,2012,Fighting,Atlus,0.13,83.0,21.0,4.6,240.0,13.0,2.0,15.0,12.0,Autre,français,français,3.0
3500,XB,2006,Action,Eidos Interactive,0.13,80.0,54.0,7.5,110.0,15.0,127.0,16.3,16.0,Blu-Ray,français,français,2.0
3501,X360,2008,Action,THQ,0.13,34.0,27.0,6.4,57.0,10.0,25.0,14.4,16.0,Blu-Ray DVD,français,français,3.0
3502,PSP,2006,Action,Ubisoft,0.13,61.0,31.0,6.9,12.0,13.0,24.0,12.0,12.0,Autre,français,français,1.0
3503,PS2,2002,Role-Playing,Enterbrain,0.13,65.0,9.0,8.5,81.0,11.0,0.0,15.0,3.0,UMD,français,français,1.0
3504,PSV,2015,Action,Capcom,0.13,65.0,12.0,8.2,116.0,11.0,1.0,20.0,18.0,Autre,français,français,3.0
3505,PS2,2004,Racing,Sony Computer Entertainment,0.13,57.0,27.0,7.7,19.0,11.0,35.0,14.4,12.0,Autre,français,français,3.0
3506,PS2,2004,Adventure,Konami Digital Entertainment,0.13,54.0,9.0,8.3,18.0,10.0,13.0,15.2,12.0,DVD,anglais,français,1.0
3507,PS3,2009,Shooter,D3Publisher,0.13,51.0,38.0,6.0,35.0,10.0,29.0,11.5,16.0,Blu-Ray,français,français,4.0
3508,SNES,1992,Shooter,Konami Digital Entertainment,0.13,83.0,38.0,8.0,57.0,11.0,2.0,17.5,3.0,Autre,français,français,1.0
3509,PSP,2005,Shooter,Electronic Arts,0.13,54.0,26.0,7.2,30.0,10.0,22.0,13.0,12.0,UMD,français,français,2.0
3510,PS3,2009,Sports,Take-Two Interactive,0.13,80.0,18.0,7.8,17.0,11.0,0.0,15.0,3.0,Blu-Ray,français,français,4.0
3511,PS3,2007,Sports,Sony Computer Entertainment,0.13,73.0,28.0,6.9,11.0,12.0,8.0,10.6,3.0,Blu-Ray,anglais,français,1.0
3512,PS3,2012,Shooter,Konami Digital Entertainment,0.13,50.0,32.0,4.9,59.0,13.0,24.0,13.3,18.0,Blu-Ray,français,français,2.0
3513,PS,1998,Sports,Codemasters,0.13,79.0,40.0,8.7,60.0,17.0,32.0,16.2,3.0,Autre,français,anglais,3.0
3514,GBA,2001,Fighting,Spike,0.13,80.0,10.0,8.0,5.0,11.0,0.0,15.0,3.0,Autre,français,français,2.0
3515,XB,2003,Platform,Atari,0.13,67.0,27.0,5.7,7.0,10.0,10.0,14.2,12.0,Autre,français,français,4.0
3516,PSP,2010,Action,Namco Bandai Games,0.13,57.0,22.0,4.5,13.0,7.0,57.0,8.7,12.0,UMD,anglais,français,1.0
3517,Wii,2007,Racing,Destineer,0.13,47.0,10.0,6.7,7.0,11.0,0.0,15.0,3.0,DVD,français,français,2.0
3518,X360,2012,Misc,Capcom,0.13,38.0,58.0,2.5,94.0,5.0,23.0,10.3,18.0,DVD,français,français,3.0
3519,XB,2005,Platform,Capcom,0.13,80.0,12.0,8.7,54.0,11.0,0.0,15.0,3.0,Autre,français,français,3.0
3520,PS3,2008,Sports,Midway Games,0.13,54.0,23.0,6.5,4.0,11.0,2.0,5.0,3.0,Blu-Ray,français,français,1.0
3521,PS3,2014,Fighting,Nippon Ichi Software,0.13,80.0,19.0,7.7,61.0,11.0,2.0,16.0,3.0,Autre,français,français,3.0
3522,PS2,2005,Role-Playing,Ubisoft,0.13,58.0,34.0,6.9,70.0,15.0,42.0,17.0,16.0,DVD,anglais,français,4.0
3523,N64,1999,Sports,Acclaim Entertainment,0.13,75.0,30.0,7.4,25.0,11.0,2.0,14.0,3.0,Autre,français,français,1.0
3524,N64,1999,Platform,Konami Digital Entertainment,0.13,78.0,15.0,7.3,71.0,13.0,23.0,15.7,3.0,Cartouche,français,français,3.0
3525,X360,2006,Sports,Activision,0.13,48.0,11.0,5.9,18.0,11.0,1.0,8.0,3.0,Autre,français,français,3.0
3526,XB,2002,Misc,TDK Mediactive,0.13,33.0,9.0,7.1,17.0,5.0,9.0,13.1,3.0,Autre,français,français,2.0
3527,XB,2006,Racing,Sega,0.13,59.0,32.0,8.1,106.0,10.0,6.0,17.3,3.0,Autre,anglais,français,3.0
3528,PS2,2002,Racing,Activision,0.13,73.0,19.0,8.0,4.0,13.0,8.0,10.4,3.0,DVD,français,français,3.0
3529,PSP,2008,Platform,Sony Computer Entertainment,0.13,72.0,56.0,7.8,59.0,13.0,93.0,14.9,7.0,UMD,français,français,3.0
3530,XB,2005,Simulation,Codemasters,0.13,76.0,33.0,8.6,7.0,14.0,3.0,18.7,12.0,CD,anglais,français,2.0
3531,XB,2003,Strategy,Atari,0.13,62.0,8.0,8.4,13.0,15.0,169.0,17.9,3.0,Autre,français,français,4.0
3532,GC,2003,Action,Eidos Interactive,0.13,83.0,17.0,7.4,14.0,11.0,1.0,15.0,18.0,Autre,français,français,3.0
3533,PSV,2013,Sports,Sony Computer Entertainment,0.13,75.0,7.0,7.3,23.0,16.0,14.0,16.5,3.0,Autre,français,français,3.0
3534,PS2,2005,Platform,Sony Computer Entertainment,0.13,77.0,51.0,8.8,42.0,15.0,22.0,16.2,3.0,DVD,français,français,3.0
3535,PS2,2003,Action,Ubisoft,0.13,48.0,26.0,4.8,9.0,6.0,6.0,13.8,12.0,DVD,anglais,français,1.0
3536,PS4,2015,Adventure,505 Games,0.13,81.0,10.0,8.0,229.0,15.0,18.0,14.4,16.0,Autre,français,français,3.0
3537,Wii,2006,Action,Ubisoft,0.13,61.0,12.0,7.6,20.0,11.0,48.0,14.4,18.0,DVD,français,français,2.0
3538,PS2,2003,Racing,Eidos Interactive,0.13,66.0,32.0,7.8,18.0,14.0,16.0,15.6,7.0,DVD,français,français,4.0
3539,PSP,2011,Fighting,PQube,0.13,77.0,8.0,6.6,14.0,16.0,14.0,15.9,12.0,UMD,anglais,anglais,1.0
3540,XB,2002,Action,Sega,0.13,80.0,40.0,8.4,35.0,16.0,13.0,15.9,12.0,DVD,anglais,anglais,4.0
3541,PS2,2003,Shooter,THQ,0.13,62.0,26.0,7.0,10.0,11.0,5.0,14.4,12.0,DVD,français,français,3.0
3542,X360,2006,Action,D3Publisher,0.13,39.0,39.0,6.4,62.0,9.0,45.0,12.5,18.0,DVD,français,français,3.0
3543,DS,2010,Role-Playing,Enterbrain,0.13,61.0,12.0,5.8,20.0,11.0,0.0,15.0,3.0,Cartouche,français,français,3.0
3544,3DS,2011,Puzzle,Sega,0.13,76.0,22.0,7.4,14.0,11.0,2.0,19.5,3.0,Cartouche,français,français,3.0
3545,X360,2007,Shooter,Midway Games,0.13,37.0,33.0,3.1,47.0,8.0,37.0,9.4,16.0,DVD,anglais,français,3.0
3546,PS2,2004,Role-Playing,Ghostlight,0.13,78.0,42.0,5.2,261.0,15.0,13.0,17.2,16.0,DVD,anglais,anglais,3.0
3547,DS,2007,Puzzle,Funsta,0.13,60.0,7.0,8.3,49.0,10.0,13.0,12.9,3.0,Autre,français,français,1.0
3548,GBA,2004,Platform,Electronic Arts,0.13,63.0,7.0,6.4,5.0,13.0,1.0,13.0,3.0,Cartouche,français,français,3.0
3549,PS3,2010,Role-Playing,DTP Entertainment,0.13,47.0,14.0,7.3,15.0,11.0,4.0,9.0,16.0,Autre,français,français,3.0
3550,XB,2004,Action,Konami Digital Entertainment,0.13,48.0,20.0,6.3,8.0,9.0,3.0,13.7,3.0,Autre,français,français,2.0
3551,GC,2003,Sports,Infogrames,0.13,70.0,4.0,7.3,6.0,11.0,3.0,15.7,3.0,Autre,français,français,3.0
3552,DS,2010,Action,Activision,0.13,62.0,9.0,7.3,7.0,6.0,9.0,6.7,7.0,Autre,français,français,2.0
3553,PS3,2008,Action,Codemasters,0.13,72.0,35.0,8.0,32.0,16.0,42.0,15.6,16.0,Blu-Ray,français,français,4.0
3554,DC,2000,Racing,Sega,0.13,84.0,25.0,7.9,18.0,18.0,97.0,14.2,3.0,Autre,français,français,4.0
3555,X360,2013,Shooter,Electronic Arts,0.13,62.0,46.0,5.7,134.0,12.0,15.0,15.3,3.0,Autre,français,français,3.0
3556,PS3,2008,Sports,Activision Value,0.13,39.0,6.0,1.8,10.0,14.0,0.0,15.0,3.0,Blu-Ray,français,français,4.0
3557,GC,2002,Fighting,Acclaim Entertainment,0.13,50.0,18.0,6.8,4.0,9.0,2.0,14.0,12.0,Autre,français,anglais,2.0
3558,GEN,1992,Shooter,Sega,0.13,83.0,31.0,8.0,18.0,18.0,2.0,18.0,3.0,Autre,français,français,2.0
3559,XB,2003,Sports,Acclaim Entertainment,0.13,74.0,20.0,7.4,8.0,13.0,2.0,15.0,3.0,Autre,anglais,anglais,1.0
3560,PS2,2007,Role-Playing,Sega,0.13,61.0,14.0,6.6,12.0,11.0,0.0,15.0,12.0,DVD,français,français,4.0
3561,Wii,2008,Shooter,Ubisoft,0.13,45.0,13.0,6.5,19.0,13.0,8.0,16.4,16.0,DVD,français,français,3.0
3562,PS2,2001,Platform,3DO,0.13,53.0,18.0,7.4,5.0,11.0,4.0,12.5,3.0,Autre,français,français,4.0
3563,PC,2015,Action,Warner Bros. Interactive Entertainment,0.13,70.0,14.0,4.2,2634.0,11.0,1.0,18.0,18.0,Autre,français,français,1.0
3564,PS2,2008,Action,Tecmo Koei,0.13,52.0,9.0,8.8,20.0,11.0,20.0,16.0,12.0,DVD,anglais,français,1.0
3565,DS,2007,Racing,Electronic Arts,0.13,74.0,8.0,8.7,41.0,12.0,45.0,13.1,3.0,Cartouche,français,français,2.0
3566,Wii,2011,Action,Capcom,0.13,65.0,18.0,8.8,21.0,11.0,0.0,15.0,3.0,DVD,français,français,4.0
3567,XB,2005,Action,Sega,0.13,73.0,36.0,8.8,16.0,14.0,61.0,17.4,18.0,Autre,français,français,2.0
3568,PS4,2015,Action,Sony Computer Entertainment,0.13,80.0,62.0,8.1,482.0,18.0,56.0,16.3,12.0,Autre,français,français,4.0
3569,PS2,2001,Simulation,Take-Two Interactive,0.13,63.0,20.0,6.2,5.0,11.0,10.0,9.9,3.0,CD,français,français,3.0
3570,XB,2003,Shooter,LucasArts,0.13,71.0,20.0,7.6,16.0,13.0,47.0,16.7,7.0,Autre,français,français,1.0
3571,X360,2006,Action,Tecmo Koei,0.13,61.0,40.0,8.2,21.0,11.0,2.0,16.0,3.0,Autre,français,français,1.0
3572,XB,2005,Action,THQ,0.13,68.0,50.0,7.5,69.0,10.0,7.0,15.9,12.0,Autre,français,français,3.0
3573,PS2,2006,Sports,Take-Two Interactive,0.13,39.0,25.0,7.3,15.0,14.0,22.0,14.5,3.0,CD,français,français,4.0
3574,GC,2002,Misc,Infogrames,0.13,65.0,4.0,8.2,5.0,8.0,6.0,14.5,3.0,DVD,anglais,anglais,3.0
3575,DS,2011,Action,Sega,0.13,64.0,18.0,7.6,18.0,10.0,5.0,13.6,12.0,Cartouche,français,français,4.0
3576,XB,2004,Racing,Codemasters,0.13,81.0,15.0,7.6,42.0,16.0,20.0,17.0,12.0,Autre,français,français,2.0
3577,Wii,2008,Simulation,Namco Bandai Games,0.13,74.0,42.0,8.2,15.0,15.0,24.0,17.2,12.0,DVD,anglais,français,3.0
3578,X360,2009,Action,Activision,0.13,68.0,28.0,7.7,9.0,11.0,4.0,17.0,3.0,Autre,français,français,3.0
3579,Wii,2009,Simulation,Electronic Arts,0.13,53.0,7.0,6.3,4.0,13.0,8.0,14.0,3.0,DVD,français,français,3.0
3580,PS,1996,Simulation,Virgin Interactive,0.13,79.0,103.0,8.3,3726.0,11.0,0.0,15.0,3.0,CD,anglais,anglais,3.0
3581,PS3,2013,Sports,Sega,0.13,82.0,37.0,7.1,178.0,11.0,0.0,15.0,3.0,Autre,français,français,2.0
3582,PS,2001,Adventure,3DO,0.13,49.0,12.0,6.0,10.0,8.0,13.0,6.6,3.0,Autre,français,français,1.0
3583,GC,2002,Fighting,Activision,0.13,63.0,17.0,7.8,9.0,10.0,24.0,14.8,3.0,Autre,anglais,français,2.0
3584,PS3,2011,Adventure,Ubisoft,0.13,50.0,4.0,4.0,6.0,11.0,19.0,10.2,16.0,Autre,français,français,4.0
3585,PSP,2013,Role-Playing,Sega,0.13,76.0,30.0,7.9,62.0,11.0,0.0,15.0,3.0,Autre,français,français,1.0
3586,Wii,2009,Platform,Ubisoft,0.13,68.0,4.0,6.6,7.0,11.0,1.0,15.0,3.0,Cartouche,français,français,4.0
3587,XB,2002,Racing,Acclaim Entertainment,0.13,75.0,13.0,6.9,20.0,15.0,48.0,15.5,3.0,Autre,français,français,4.0
3588,DS,2009,Action,Ubisoft,0.13,36.0,8.0,5.9,7.0,11.0,4.0,14.3,12.0,Cartouche,français,français,2.0
3589,PS2,2007,Role-Playing,Rising Star Games,0.13,60.0,6.0,8.1,45.0,11.0,2.0,19.0,12.0,DVD,français,français,4.0
3590,PSV,2013,Action,Namco Bandai Games,0.13,64.0,35.0,7.5,31.0,12.0,6.0,14.8,12.0,Autre,français,français,1.0
3591,3DS,2013,Strategy,Level 5,0.13,73.0,23.0,7.4,59.0,15.0,5.0,17.8,7.0,Autre,anglais,français,1.0
3592,XB,2006,Sports,Midway Games,0.13,70.0,23.0,8.8,4.0,11.0,2.0,20.0,3.0,DVD,français,français,1.0
3593,XB,2005,Racing,Vivendi Games,0.13,69.0,17.0,7.7,28.0,14.0,13.0,16.8,3.0,Autre,français,français,2.0
3594,GC,2003,Shooter,Electronic Arts,0.13,83.0,15.0,7.4,17.0,16.0,48.0,17.5,16.0,Autre,français,français,3.0
3595,PSV,2014,Role-Playing,Nippon Ichi Software,0.13,66.0,25.0,7.3,25.0,13.0,3.0,15.0,3.0,Autre,anglais,anglais,3.0
3596,GC,2006,Misc,Capcom,0.13,75.0,23.0,8.9,67.0,11.0,4.0,20.0,3.0,Autre,français,français,2.0
3597,DS,2008,Action,Atari,0.13,78.0,18.0,7.8,27.0,14.0,59.0,16.4,12.0,Cartouche,anglais,français,1.0
3598,XB,2002,Racing,Microsoft Game Studios,0.13,70.0,21.0,7.4,17.0,12.0,33.0,15.9,12.0,DVD,anglais,anglais,3.0
3599,PS2,2004,Sports,Sony Computer Entertainment,0.13,74.0,41.0,8.6,16.0,18.0,73.0,17.4,3.0,DVD,français,français,2.0
