,Platform,Year,Genre,Publisher,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,freq_name
4447,PS2,2005,Misc,RedOctane,0.07,72.0,14.0,8.5,14.0,11.0,1.0,20.0,3.0,Autre,français,français,4.0
4448,PS,1995,Adventure,Psygnosis,0.07,69.0,4.0,4.8,5.0,19.0,4.0,17.0,3.0,Autre,français,français,4.0
4449,DS,2010,Misc,THQ,0.07,70.0,7.0,5.8,6.0,11.0,1.0,10.0,3.0,Cartouche,français,français,3.0
4450,PS4,2016,Platform,Capcom,0.07,77.0,22.0,7.6,113.0,16.0,3.0,13.7,3.0,Autre,français,français,3.0
4451,PC,2009,Role-Playing,JoWood Productions,0.07,83.0,57.0,7.9,904.0,16.0,187.0,16.2,12.0,Autre,anglais,anglais,4.0
4452,SCD,1994,Racing,Sega,0.07,74.0,55.0,8.2,71.0,11.0,0.0,15.0,3.0,CD,français,français,1.0
4453,DS,2010,Adventure,Idea Factory,0.07,75.0,12.0,7.8,20.0,11.0,0.0,15.0,3.0,Cartouche,français,français,3.0
4454,PS2,2003,Platform,SCi,0.07,59.0,22.0,6.3,21.0,9.0,22.0,12.9,12.0,DVD,français,français,3.0
4455,PS3,2008,Shooter,Activision,0.07,36.0,7.0,1.8,16.0,2.0,31.0,2.6,16.0,Blu-Ray,anglais,anglais,2.0
4456,XB,2003,Platform,Ubisoft,0.07,76.0,21.0,8.7,94.0,17.0,83.0,18.5,7.0,Autre,français,français,3.0
4457,DS,2009,Adventure,Ackkstudios,0.07,52.0,20.0,6.7,7.0,11.0,3.0,17.3,3.0,Autre,français,français,3.0
4458,PSV,2015,Role-Playing,Tecmo Koei,0.07,67.0,40.0,7.3,98.0,15.0,3.0,18.3,3.0,Autre,français,français,1.0
4459,PS3,2011,Racing,Konami Digital Entertainment,0.07,67.0,5.0,7.4,5.0,11.0,0.0,15.0,3.0,Blu-Ray,français,français,3.0
4460,GBA,2002,Platform,Capcom,0.07,78.0,19.0,8.3,16.0,12.0,4.0,15.3,12.0,DVD,anglais,anglais,2.0
4461,XB,2006,Action,Ubisoft,0.07,46.0,22.0,7.5,14.0,9.0,4.0,14.8,3.0,CD,anglais,français,3.0
4462,GC,2003,Strategy,Activision,0.07,82.0,19.0,7.9,14.0,15.0,7.0,19.1,12.0,Autre,français,français,4.0
4463,PSV,2013,Action,Tecmo Koei,0.07,67.0,4.0,7.8,16.0,13.0,28.0,16.7,12.0,Autre,japonais,anglais,1.0
4464,PSP,2012,Role-Playing,Namco Bandai Games,0.07,77.0,20.0,8.2,25.0,11.0,0.0,15.0,3.0,UMD,français,français,3.0
4465,DS,2009,Puzzle,Codemasters,0.07,58.0,22.0,4.0,4.0,12.0,14.0,13.1,12.0,Autre,français,français,4.0
4466,DS,2005,Puzzle,Sega,0.07,68.0,44.0,7.7,7.0,14.0,11.0,16.3,7.0,Autre,français,français,4.0
4467,PS3,2013,Fighting,Namco Bandai Games,0.07,55.0,32.0,7.2,54.0,12.0,132.0,13.8,12.0,Blu-Ray,français,français,4.0
4468,GBA,2002,Puzzle,Vivendi Games,0.07,75.0,9.0,8.0,5.0,12.0,3.0,16.3,3.0,Cartouche,français,français,3.0
4469,XOne,2016,Action,Capcom,0.07,69.0,30.0,8.3,111.0,15.0,168.0,17.2,18.0,Autre,anglais,français,3.0
4470,X360,2014,Simulation,Kalypso Media,0.07,71.0,4.0,6.8,13.0,15.0,16.0,15.3,16.0,Autre,français,français,4.0
4471,Wii,2009,Racing,Bethesda Softworks,0.07,37.0,14.0,3.8,11.0,7.0,7.0,12.0,7.0,DVD,français,français,2.0
4472,DS,2006,Action,Eidos Interactive,0.07,58.0,15.0,8.3,10.0,15.0,127.0,16.3,16.0,Blu-Ray,français,français,2.0
4473,PS2,2002,Action,3DO,0.07,27.0,10.0,3.8,24.0,11.0,4.0,5.0,12.0,DVD,français,français,3.0
4474,XB,2005,Adventure,Microids,0.07,70.0,29.0,7.0,6.0,15.0,8.0,16.3,18.0,Autre,français,français,4.0
4475,XB,2005,Racing,Empire Interactive,0.07,50.0,31.0,3.7,6.0,10.0,2.0,12.5,12.0,Autre,anglais,français,4.0
4476,PC,2013,Adventure,Daedalic Entertainment,0.07,80.0,34.0,7.9,237.0,17.0,18.0,16.9,3.0,Autre,français,français,4.0
4477,XB,2003,Platform,Namco Bandai Games,0.07,75.0,18.0,7.9,12.0,14.0,4.0,19.3,3.0,Autre,français,français,2.0
4478,X360,2006,Fighting,Majesco Entertainment,0.07,38.0,18.0,4.1,14.0,11.0,2.0,10.0,18.0,DVD,français,français,1.0
4479,PS2,2004,Strategy,Tecmo Koei,0.07,73.0,26.0,8.4,27.0,15.0,24.0,17.1,12.0,DVD,anglais,français,1.0
4480,DS,2008,Role-Playing,Banpresto,0.07,73.0,21.0,7.3,12.0,11.0,0.0,15.0,3.0,Cartouche,français,français,3.0
4481,PSP,2008,Fighting,Ignition Entertainment,0.07,61.0,16.0,7.3,10.0,11.0,11.0,14.0,12.0,UMD,français,français,1.0
4482,PS2,2002,Simulation,Sega,0.07,64.0,18.0,7.5,11.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
4483,X360,2012,Simulation,Mad Catz,0.07,49.0,24.0,5.5,6.0,13.0,5.0,14.0,12.0,Blu-Ray DVD,anglais,français,1.0
4484,X360,2011,Fighting,Crave Entertainment,0.07,58.0,16.0,6.1,29.0,8.0,9.0,14.2,12.0,Blu-Ray DVD,anglais,français,2.0
4485,PS2,2004,Strategy,LucasArts,0.07,64.0,25.0,6.0,8.0,11.0,5.0,16.4,12.0,DVD,français,français,3.0
4486,XB,2002,Strategy,Eidos Interactive,0.07,67.0,12.0,7.3,9.0,17.0,137.0,18.2,12.0,Autre,français,français,4.0
4487,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,57.0,26.0,6.3,59.0,11.0,2.0,15.0,16.0,Blu-Ray,français,anglais,3.0
4488,PS4,2016,Action,Activision,0.07,44.0,49.0,5.5,182.0,7.0,5.0,11.6,12.0,Autre,français,français,2.0
4489,PSV,2013,Action,Sony Computer Entertainment,0.07,69.0,16.0,7.4,19.0,10.0,15.0,14.7,7.0,Autre,français,français,3.0
4490,PS2,2007,Misc,Brash Entertainment,0.07,33.0,5.0,5.4,11.0,11.0,0.0,15.0,3.0,Autre,français,français,3.0
4491,PS2,2007,Strategy,Tecmo Koei,0.07,69.0,10.0,7.7,10.0,11.0,0.0,15.0,3.0,Autre,français,français,1.0
4492,DS,2008,Role-Playing,Namco Bandai Games,0.07,49.0,6.0,6.6,23.0,11.0,3.0,17.7,3.0,Cartouche,français,français,1.0
4493,PS3,2010,Racing,Activision,0.07,47.0,11.0,7.7,10.0,11.0,5.0,13.2,3.0,Blu-Ray,français,français,3.0
4494,GC,2005,Fighting,Konami Digital Entertainment,0.07,44.0,16.0,6.6,10.0,11.0,7.0,12.6,12.0,Autre,français,français,4.0
4495,XB,2005,Shooter,Zoo Digital Publishing,0.07,44.0,9.0,7.3,6.0,11.0,1.0,18.0,16.0,Autre,français,français,3.0
4496,XB,2002,Racing,THQ,0.07,67.0,26.0,6.3,6.0,15.0,4.0,13.8,12.0,Autre,anglais,français,1.0
4497,Wii,2008,Misc,Ignition Entertainment,0.07,73.0,18.0,8.0,4.0,11.0,1.0,16.0,3.0,Autre,français,français,1.0
4498,PS2,2004,Shooter,Global Star,0.07,65.0,27.0,7.9,26.0,6.0,6.0,10.3,12.0,Cartouche,français,français,4.0
4499,GC,2005,Shooter,Ubisoft,0.07,54.0,10.0,1.9,13.0,17.0,2.0,18.5,12.0,Autre,français,français,2.0
4500,DS,2008,Strategy,Tecmo Koei,0.07,78.0,15.0,8.5,23.0,11.0,0.0,15.0,3.0,Cartouche,français,français,4.0
4501,PSV,2015,Role-Playing,Nippon Ichi Software,0.07,76.0,11.0,8.3,48.0,13.0,2.0,18.5,3.0,Autre,français,français,1.0
4502,DS,2009,Racing,Tecmo Koei,0.07,70.0,5.0,6.9,8.0,11.0,3.0,14.3,3.0,Cartouche,français,français,3.0
4503,DC,2000,Fighting,SNK,0.07,67.0,4.0,8.7,27.0,11.0,3.0,14.7,12.0,Autre,français,français,1.0
4504,DS,2005,Action,Ubisoft,0.07,92.0,36.0,8.7,594.0,12.0,34.0,16.1,18.0,Blu-Ray,français,français,2.0
4505,DS,2008,Adventure,Rising Star Games,0.07,54.0,37.0,8.6,43.0,14.0,11.0,13.9,12.0,Cartouche,français,français,3.0
4506,XB,2002,Action,Vivendi Games,0.07,47.0,17.0,8.3,6.0,10.0,4.0,13.3,12.0,DVD,français,français,3.0
4507,PSP,2006,Sports,Oxygen Interactive,0.07,32.0,11.0,4.5,11.0,9.0,3.0,13.7,7.0,Autre,français,français,2.0
4508,PS2,2007,Racing,Midway Games,0.07,37.0,19.0,5.8,12.0,5.0,3.0,3.0,16.0,DVD,français,anglais,2.0
4509,PC,2011,Shooter,Codemasters,0.07,67.0,25.0,4.9,115.0,13.0,52.0,13.4,18.0,DVD,français,français,3.0
4510,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.07,79.0,49.0,7.7,683.0,16.0,23.0,13.8,18.0,Autre,français,français,2.0
4511,PS2,2002,Adventure,Sammy Corporation,0.07,50.0,22.0,8.1,15.0,13.0,8.0,13.8,16.0,Autre,français,français,3.0
4512,PS2,2005,Action,Capcom,0.07,67.0,33.0,9.0,122.0,15.0,58.0,16.8,16.0,DVD,anglais,français,4.0
4513,DS,2008,Racing,Destineer,0.07,23.0,9.0,3.5,14.0,11.0,0.0,15.0,3.0,Cartouche,français,français,4.0
4514,X360,2007,Role-Playing,Success,0.07,46.0,22.0,6.9,26.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
4515,X360,2009,Shooter,Codemasters,0.07,36.0,39.0,5.3,56.0,8.0,17.0,10.4,18.0,Blu-Ray DVD,français,français,4.0
4516,XB,2002,Action,Atari,0.07,47.0,10.0,4.3,6.0,10.0,1.0,2.0,3.0,DVD,français,français,3.0
4517,XB,2004,Adventure,Codemasters,0.07,75.0,46.0,8.2,10.0,16.0,42.0,17.3,16.0,Autre,anglais,français,4.0
4518,GB,2000,Action,Konami Digital Entertainment,0.07,83.0,23.0,8.8,277.0,18.0,177.0,17.5,3.0,Autre,français,français,3.0
4519,PSP,2006,Fighting,Sony Computer Entertainment,0.07,58.0,34.0,7.0,65.0,11.0,2.0,14.0,3.0,UMD,japonais,japonais,4.0
4520,Wii,2007,Fighting,Zoo Digital Publishing,0.07,35.0,7.0,4.4,11.0,7.0,3.0,4.0,12.0,DVD,français,français,3.0
4521,Wii,2006,Platform,Ubisoft,0.07,49.0,5.0,5.6,8.0,11.0,3.0,16.7,3.0,Autre,français,français,4.0
4522,PC,2009,Sports,Sega,0.07,87.0,33.0,8.8,299.0,18.0,130.0,17.5,3.0,DVD,français,français,3.0
4523,PSP,2012,Role-Playing,Namco Bandai Games,0.07,76.0,6.0,8.4,43.0,11.0,0.0,15.0,3.0,Autre,français,français,2.0
4524,X360,2006,Shooter,Eidos Interactive,0.07,59.0,26.0,6.2,31.0,12.0,15.0,15.7,7.0,Autre,français,français,2.0
4525,PS3,2012,Shooter,Namco Bandai Games,0.07,56.0,23.0,5.5,47.0,10.0,38.0,13.5,18.0,Blu-Ray,anglais,français,4.0
4526,PS2,2008,Action,Konami Digital Entertainment,0.07,70.0,21.0,7.4,121.0,16.0,42.0,14.8,18.0,DVD,anglais,français,4.0
4527,X360,2012,Misc,505 Games,0.07,77.0,6.0,6.6,7.0,14.0,1.0,16.0,12.0,Autre,français,français,3.0
4528,DS,2007,Simulation,Electronic Arts,0.07,72.0,15.0,7.6,15.0,13.0,48.0,14.4,3.0,Autre,français,français,4.0
4529,PC,2003,Simulation,Microsoft Game Studios,0.07,88.0,22.0,7.8,57.0,18.0,75.0,17.5,3.0,CD,français,français,3.0
4530,XB,2002,Platform,Atari,0.07,62.0,8.0,6.6,5.0,11.0,22.0,16.5,3.0,Autre,français,français,4.0
4531,PC,2010,Simulation,Deep Silver,0.07,61.0,9.0,5.6,16.0,11.0,18.0,11.3,16.0,DVD,français,français,4.0
4532,N64,1999,Adventure,Kemco,0.07,68.0,20.0,7.0,48.0,11.0,2.0,11.5,3.0,Cartouche,français,français,3.0
4533,X360,2009,Sports,Take-Two Interactive,0.07,47.0,13.0,4.6,10.0,11.0,0.0,15.0,3.0,Blu-Ray DVD,français,français,3.0
4534,XB,2004,Action,Tecmo Koei,0.07,71.0,20.0,6.5,8.0,13.0,21.0,16.2,12.0,DVD,français,français,1.0
4535,PC,2009,Strategy,Paradox Interactive,0.07,77.0,23.0,7.1,256.0,14.0,32.0,13.9,7.0,CD,français,français,1.0
4536,PSV,2015,Action,PQube,0.07,80.0,10.0,7.6,55.0,11.0,1.0,19.0,3.0,Autre,français,français,4.0
4537,PC,2007,Simulation,Electronic Arts,0.07,78.0,20.0,7.6,36.0,15.0,114.0,17.4,12.0,DVD,français,français,3.0
4538,GC,2003,Platform,Ubisoft,0.07,77.0,24.0,8.6,38.0,17.0,83.0,18.5,7.0,Autre,français,français,3.0
4539,Wii,2008,Sports,Take-Two Interactive,0.07,65.0,11.0,5.4,20.0,11.0,8.0,14.4,16.0,DVD,anglais,français,1.0
4540,PSP,2008,Role-Playing,Namco Bandai Games,0.07,66.0,27.0,7.5,28.0,18.0,4.0,17.5,3.0,UMD,français,français,3.0
4541,XB,2004,Misc,Gathering of Developers,0.07,48.0,20.0,6.1,16.0,11.0,1.0,7.0,3.0,Autre,français,français,2.0
4542,X360,2011,Fighting,Capcom,0.07,79.0,44.0,6.7,99.0,17.0,73.0,16.6,12.0,Autre,anglais,français,1.0
4543,PC,2016,Shooter,Take-Two Interactive,0.07,69.0,34.0,7.0,408.0,13.0,78.0,14.8,3.0,Autre,français,français,2.0
4544,PS,1996,Role-Playing,Sunsoft,0.07,70.0,19.0,7.9,29.0,12.0,6.0,16.3,16.0,Autre,français,français,4.0
4545,Wii,2007,Platform,Metro 3D,0.07,19.0,5.0,3.0,42.0,6.0,13.0,2.5,3.0,Autre,français,français,1.0
4546,PSP,2005,Adventure,Atari,0.07,61.0,23.0,8.0,19.0,11.0,2.0,18.5,3.0,Autre,français,français,3.0
4547,3DS,2014,Puzzle,Activision,0.07,64.0,4.0,7.3,9.0,11.0,1.0,20.0,3.0,Autre,français,français,4.0
4548,PS2,2004,Action,Tecmo Koei,0.07,75.0,27.0,8.1,8.0,14.0,4.0,16.8,12.0,DVD,anglais,français,4.0
4549,PSV,2015,Role-Playing,Kadokawa Shoten,0.07,76.0,6.0,8.4,43.0,17.0,6.0,18.0,12.0,Autre,japonais,japonais,2.0
4550,DS,2007,Shooter,Majesco Entertainment,0.07,65.0,16.0,6.3,4.0,11.0,1.0,16.0,3.0,Autre,anglais,français,3.0
4551,PS,1997,Shooter,Sony Computer Entertainment,0.07,79.0,7.0,7.5,8.0,16.0,4.0,17.3,3.0,Autre,français,français,4.0
4552,PS2,2005,Role-Playing,Tecmo Koei,0.07,56.0,35.0,8.2,24.0,12.0,15.0,16.5,16.0,DVD,anglais,anglais,3.0
4553,Wii,2008,Shooter,Konami Digital Entertainment,0.07,33.0,19.0,3.0,17.0,10.0,3.0,9.7,18.0,UMD,anglais,anglais,4.0
4554,PS2,2006,Simulation,Konami Digital Entertainment,0.07,67.0,30.0,8.0,14.0,11.0,2.0,6.0,12.0,Autre,français,français,3.0
4555,DS,2005,Strategy,Namco Bandai Games,0.07,35.0,6.0,5.6,11.0,11.0,1.0,4.0,12.0,Autre,français,français,3.0
4556,PS2,2000,Shooter,Swing! Entertainment,0.07,72.0,12.0,7.7,7.0,12.0,7.0,12.7,3.0,Autre,français,français,3.0
4557,PS3,2014,Shooter,City Interactive,0.07,43.0,12.0,5.8,87.0,5.0,19.0,8.5,18.0,Blu-Ray,français,français,3.0
4558,PC,2015,Action,Ubisoft,0.07,74.0,25.0,6.7,845.0,11.0,2.0,15.0,3.0,Autre,français,français,3.0
4559,GC,2005,Action,Sega,0.07,73.0,24.0,8.1,17.0,14.0,61.0,17.4,18.0,Autre,français,français,2.0
4560,PS,1997,Action,Acclaim Entertainment,0.07,64.0,42.0,7.1,26.0,16.0,2.0,10.0,3.0,Autre,français,français,3.0
4561,Wii,2010,Fighting,Sega,0.07,45.0,38.0,7.2,12.0,6.0,7.0,9.3,16.0,Autre,français,français,2.0
4562,GBA,2004,Action,Atlus,0.07,75.0,21.0,8.3,9.0,11.0,0.0,15.0,3.0,Autre,français,français,2.0
4563,XOne,2014,Action,Tecmo Koei,0.07,58.0,10.0,7.1,21.0,13.0,1.0,19.0,16.0,Autre,français,français,1.0
4564,DC,2001,Racing,Sega,0.07,82.0,18.0,8.3,41.0,15.0,43.0,15.8,3.0,Autre,français,français,4.0
4565,WiiU,2012,Action,Namco Bandai Games,0.07,45.0,37.0,5.9,70.0,15.0,2.0,18.0,3.0,Autre,français,français,4.0
4566,XOne,2015,Role-Playing,Focus Home Interactive,0.07,88.0,7.0,7.7,144.0,19.0,162.0,17.1,3.0,Autre,français,français,4.0
4567,DS,2008,Action,Empire Interactive,0.07,35.0,10.0,6.4,5.0,6.0,16.0,11.8,16.0,Cartouche,français,français,2.0
4568,PS4,2015,Action,Ubisoft,0.07,62.0,19.0,7.1,66.0,11.0,1.0,16.0,16.0,PlayStation Store,français,français,2.0
4569,DS,2007,Action,Tecmo Koei,0.07,56.0,17.0,6.8,5.0,6.0,9.0,12.1,12.0,Cartouche,japonais,japonais,1.0
4570,PS2,2002,Fighting,Enterbrain,0.07,58.0,11.0,7.8,5.0,11.0,12.0,14.0,3.0,Cartouche,français,français,3.0
4571,PS2,2003,Adventure,Sony Computer Entertainment,0.07,61.0,31.0,8.4,13.0,17.0,5.0,16.6,9.0,Autre,français,français,4.0
4572,PS,1999,Role-Playing,Sony Computer Entertainment,0.07,57.0,9.0,8.6,25.0,13.0,7.0,15.3,3.0,CD,français,français,1.0
4573,GC,2004,Sports,Electronic Arts,0.07,75.0,18.0,5.6,5.0,15.0,16.0,18.8,3.0,Autre,français,français,2.0
4574,GC,2005,Misc,Midway Games,0.07,65.0,16.0,7.0,4.0,8.0,1.0,13.0,12.0,Autre,français,français,3.0
4575,PS2,2004,Action,Konami Digital Entertainment,0.07,63.0,27.0,7.6,7.0,14.0,11.0,15.2,12.0,DVD,français,français,3.0
4576,PC,2009,Action,Capcom,0.07,86.0,30.0,7.1,1075.0,16.0,283.0,14.2,18.0,DVD,anglais,français,3.0
4577,Wii,2008,Adventure,Koch Media,0.07,65.0,12.0,7.7,11.0,16.0,8.0,18.4,12.0,Autre,français,français,3.0
4578,DS,2008,Adventure,Tecmo Koei,0.07,70.0,21.0,7.3,7.0,11.0,0.0,15.0,3.0,Cartouche,français,français,1.0
4579,PC,2013,Racing,Codemasters,0.07,80.0,17.0,5.9,657.0,16.0,218.0,12.1,7.0,DVD,français,français,4.0
4580,PS4,2015,Strategy,Kalypso Media,0.07,64.0,10.0,6.6,23.0,14.0,79.0,14.7,18.0,Autre,français,français,3.0
4581,GC,2002,Action,BAM! Entertainment,0.07,46.0,5.0,6.8,5.0,11.0,1.0,11.0,3.0,Autre,français,français,3.0
4582,SNES,1993,Action,Titus,0.07,79.0,27.0,7.8,22.0,11.0,6.0,16.7,3.0,Cartouche,français,anglais,1.0
4583,PSP,2007,Role-Playing,Tecmo Koei,0.07,56.0,30.0,6.4,10.0,9.0,9.0,14.6,12.0,UMD,français,anglais,1.0
4584,GC,2002,Sports,Sega,0.07,84.0,22.0,7.8,11.0,15.0,30.0,16.8,3.0,Autre,français,français,3.0
4585,PS2,2004,Adventure,Microids,0.07,65.0,27.0,8.8,66.0,16.0,91.0,16.5,12.0,DVD,français,français,4.0
4586,Wii,2010,Sports,Nintendo,0.07,65.0,34.0,7.6,33.0,17.0,41.0,17.5,3.0,Cartouche,français,français,3.0
4587,PS3,2011,Fighting,Crave Entertainment,0.07,58.0,16.0,6.1,29.0,8.0,9.0,14.2,12.0,Blu-Ray,anglais,français,2.0
4588,DS,2007,Adventure,Konami Digital Entertainment,0.07,58.0,29.0,9.0,4.0,13.0,46.0,14.8,7.0,Cartouche,anglais,français,3.0
4589,DS,2006,Action,505 Games,0.07,57.0,18.0,6.3,6.0,12.0,9.0,15.3,7.0,Cartouche,français,anglais,4.0
4590,PS4,2016,Shooter,Capcom,0.07,60.0,19.0,6.6,587.0,17.0,65.0,11.6,18.0,Autre,français,français,3.0
4591,PSP,2008,Action,Irem Software Engineering,0.07,73.0,19.0,7.3,9.0,11.0,3.0,11.0,7.0,UMD,français,français,3.0
4592,GC,2003,Action,Electronic Arts,0.07,61.0,19.0,7.8,12.0,11.0,8.0,15.8,16.0,Autre,français,français,3.0
4593,PS2,2006,Action,Capcom,0.07,73.0,48.0,9.2,793.0,14.0,57.0,16.3,12.0,DVD,anglais,français,4.0
