,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC
7028,Harvest Moon GB,GB,1997.0,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23,79.0,28.0,8.5,163.0,11.0,1.0,11.0,3.0,Cartouche,français,français
7030,The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,84.0,47.0,7.9,26.0,13.0,7.0,16.3,12.0,Autre,français,français
7033,Skylanders: SuperChargers,XOne,2015.0,Action,Activision,0.16,0.05,0.0,0.02,0.23,76.0,15.0,5.3,24.0,15.0,3.0,17.7,3.0,Autre,français,français
7034,Gundam Battle Assault,PS,1998.0,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,61.0,4.0,7.3,10.0,9.0,13.0,13.6,3.0,CD,français,français
7036,Lunar: Silver Star Story,SAT,1996.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23,78.0,15.0,8.6,67.0,11.0,3.0,17.7,3.0,CD,français,français
7041,NBA 2K6,X360,2005.0,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,81.0,33.0,8.3,37.0,13.0,25.0,17.8,3.0,DVD,anglais,français
7042,Age of Empires: The Age of Kings,DS,2006.0,Strategy,THQ,0.19,0.02,0.0,0.02,0.23,80.0,38.0,8.0,67.0,11.0,123.0,13.9,12.0,Autre,français,français
7044,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001.0,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23,75.0,9.0,7.5,6.0,17.0,21.0,18.0,16.0,CD,français,français
7047,Yu-Gi-Oh! GX: Duel Academy,GBA,2005.0,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,67.0,5.0,8.1,22.0,11.0,2.0,16.0,3.0,Autre,français,français
7050,Colony Wars: Vengeance,PS,1998.0,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23,91.0,12.0,8.3,25.0,15.0,13.0,17.6,12.0,CD,français,français
7053,Dynasty Warriors: Strikeforce,X360,2009.0,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59.0,18.0,6.2,15.0,12.0,46.0,15.8,12.0,Autre,anglais,anglais
7054,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014.0,Fighting,Namco Bandai Games,0.13,0.08,0.0,0.02,0.23,62.0,11.0,7.1,59.0,14.0,44.0,15.4,12.0,Blu-Ray DVD,français,français
7058,NASCAR 08,PS3,2007.0,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,57.0,21.0,4.6,16.0,11.0,3.0,15.7,3.0,Blu-Ray,français,français
7061,Luminous Arc 2,DS,2008.0,Role-Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23,73.0,19.0,8.3,21.0,15.0,10.0,15.4,12.0,Cartouche,anglais,anglais
7062,Project CARS,XOne,2015.0,Racing,Slightly Mad Studios,0.08,0.13,0.0,0.02,0.23,81.0,16.0,5.7,162.0,16.0,3.0,15.3,3.0,Autre,français,français
7064,Call of Duty: Black Ops 3,PC,2015.0,Shooter,Activision,0.0,0.22,0.0,0.01,0.23,73.0,10.0,3.6,1404.0,11.0,0.0,15.0,18.0,Autre,français,français
7066,Spider-Man: Edge of Time,PS3,2011.0,Action,Activision,0.13,0.07,0.0,0.03,0.23,58.0,43.0,7.2,63.0,12.0,32.0,13.8,12.0,Blu-Ray,français,français
7067,Deadly Creatures,Wii,2009.0,Action,THQ,0.08,0.12,0.0,0.03,0.23,72.0,45.0,8.5,43.0,15.0,61.0,14.9,12.0,DVD,français,français
7068,Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,70.0,18.0,6.1,17.0,15.0,52.0,15.1,12.0,DVD,anglais,anglais
7071,NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23,59.0,24.0,5.9,84.0,14.0,9.0,13.2,3.0,Blu-Ray,français,français
7073,Risen 2: Dark Waters,PC,2012.0,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23,69.0,51.0,5.8,840.0,15.0,108.0,14.3,18.0,DVD,anglais,français
7078,Tony Hawk's Proving Ground,DS,2007.0,Sports,Activision,0.21,0.01,0.0,0.02,0.23,79.0,21.0,5.8,8.0,14.0,19.0,15.4,12.0,Autre,français,français
7083,WWE All Stars,3DS,2011.0,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,71.0,12.0,7.1,13.0,12.0,9.0,13.6,16.0,Cartouche,anglais,français
7084,Naruto Shippuden: Ninja Council 4,DS,2007.0,Action,Nintendo,0.09,0.0,0.13,0.01,0.23,49.0,10.0,4.7,6.0,11.0,18.0,11.3,3.0,Cartouche,français,français
7085,Genji: Dawn of the Samurai,PS2,2005.0,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,74.0,49.0,8.7,33.0,16.0,27.0,17.1,16.0,Autre,français,français
7086,Rocket League,PS4,2016.0,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,85.0,50.0,8.3,1987.0,16.0,207.0,15.5,3.0,Autre,français,français
7092,Tales of VS.,PSP,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,66.0,27.0,7.5,28.0,13.0,10.0,15.6,3.0,UMD,français,français
7093,Saka-Tsuku DS: Touch and Direct,DS,2008.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,60.0,25.0,6.6,8.0,11.0,0.0,15.0,3.0,Cartouche,français,français
7094,Super Swing Golf,Wii,2006.0,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,72.0,44.0,7.8,15.0,13.0,4.0,17.3,3.0,DVD,français,français
7095,The Italian Job,PS2,2003.0,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,55.0,18.0,6.0,7.0,12.0,15.0,12.5,3.0,CD,français,français
7096,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004.0,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23,67.0,14.0,8.7,72.0,11.0,0.0,15.0,3.0,Autre,français,français
7098,Star Ocean,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23,74.0,4.0,7.2,18.0,11.0,2.0,16.0,3.0,Cartouche,français,français
7099,Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,82.0,23.0,8.1,29.0,16.0,48.0,17.5,16.0,Autre,français,français
7100,Naruto: Ninja Council 2 European Version,DS,2005.0,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23,55.0,13.0,7.5,20.0,8.0,28.0,12.3,7.0,Cartouche,français,français
7101,Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,80.0,22.0,7.2,116.0,16.0,74.0,16.2,16.0,Autre,anglais,français
7102,pro evolution soccer 2011,Wii,2010.0,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23,78.0,9.0,6.0,10.0,14.0,49.0,14.9,3.0,Autre,français,français
7105,Alundra,PS,1997.0,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,86.0,9.0,8.6,98.0,15.0,54.0,13.7,3.0,CD,français,français
7108,Super R-Type,SNES,1991.0,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23,46.0,11.0,3.8,4.0,16.0,15.0,14.5,7.0,Cartouche,français,français
7110,Super Robot Taisen F Kanketsuhen,PS,1999.0,Strategy,Banpresto,0.0,0.0,0.21,0.01,0.23,72.0,13.0,6.7,10.0,11.0,1.0,17.0,3.0,CD,français,français
7111,Tiger Woods PGA Tour 2003,GC,2002.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,90.0,10.0,6.7,6.0,17.0,4.0,19.3,3.0,Autre,anglais,français
7115,TRON: Evolution - Battle Grids,Wii,2010.0,Racing,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,59.0,9.0,8.0,6.0,10.0,8.0,13.3,12.0,DVD,français,français
7116,The Raiden Project,PS,1995.0,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,75.0,13.0,7.8,10.0,11.0,6.0,17.3,3.0,CD,français,français
7120,Valhalla Knights 2,PSP,2008.0,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,50.0,13.0,5.8,15.0,11.0,5.0,11.2,3.0,UMD,français,français
7121,.hack//G.U. Vol.2//Reminisce,PS2,2006.0,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23,61.0,21.0,8.3,25.0,11.0,1.0,19.0,12.0,DVD,français,français
7122,Disgaea: Afternoon of Darkness,PSP,2006.0,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,87.0,37.0,8.1,85.0,17.0,58.0,18.0,3.0,UMD,anglais,anglais
7128,The Polar Express,PS2,2004.0,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,39.0,10.0,6.2,15.0,7.0,9.0,7.0,3.0,Autre,français,français
7129,Dinosaur King,DS,2007.0,Strategy,Sega,0.2,0.0,0.0,0.02,0.23,61.0,13.0,7.9,14.0,14.0,48.0,16.2,7.0,Cartouche,français,français
7131,Child of Eden,PS3,2011.0,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.23,81.0,21.0,7.8,26.0,17.0,27.0,15.6,7.0,Autre,français,français
7133,AC/DC LIVE: Rock Band Track Pack,X360,2008.0,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,63.0,16.0,5.1,11.0,11.0,3.0,18.0,12.0,Blu-Ray DVD,français,français
7138,Senran Kagura: Estival Versus,PSV,2015.0,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23,71.0,4.0,7.2,51.0,16.0,3.0,14.7,3.0,Autre,français,français
7142,Rogue Ops,PS2,2003.0,Action,Kemco,0.11,0.09,0.0,0.03,0.23,61.0,26.0,8.6,9.0,13.0,10.0,14.9,16.0,DVD,français,français
7143,NBA Street: Showdown,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.23,75.0,25.0,8.0,20.0,14.0,19.0,15.6,3.0,UMD,français,français
7147,Spec Ops: The Line,PC,2012.0,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,76.0,16.0,8.2,1798.0,16.0,278.0,16.6,18.0,DVD,français,français
7148,Legion: The Legend of Excalibur,PS2,2002.0,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,51.0,21.0,6.5,6.0,9.0,7.0,12.0,16.0,Autre,français,français
7149,FaceBreaker K.O. Party,Wii,2008.0,Fighting,Electronic Arts,0.2,0.01,0.0,0.02,0.22,61.0,15.0,6.1,8.0,11.0,9.0,10.8,12.0,DVD,français,français
7152,TNA iMPACT!,PS2,2008.0,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22,58.0,4.0,6.3,8.0,11.0,19.0,12.8,16.0,DVD,français,français
7154,Def Jam: Fight for NY,GC,2004.0,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22,83.0,46.0,8.8,152.0,14.0,54.0,16.7,18.0,Autre,français,français
7155,Sword Art Online: Infinity Moment,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,67.0,28.0,7.5,137.0,11.0,6.0,17.3,12.0,Autre,français,français
7156,Spartan: Total Warrior,PS2,2005.0,Action,Sega,0.11,0.09,0.0,0.03,0.22,74.0,33.0,8.7,117.0,14.0,61.0,17.4,18.0,DVD,français,français
7157,Killer is Dead,PS3,2013.0,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22,64.0,39.0,7.8,230.0,14.0,32.0,16.0,18.0,Blu-Ray,anglais,français
7163,Assault,2600,1982.0,Action,Bomb,0.21,0.01,0.0,0.0,0.22,60.0,17.0,6.0,7.0,11.0,0.0,15.0,3.0,Autre,français,français
7165,Ys Seven,PSP,2009.0,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.01,0.22,79.0,27.0,8.5,76.0,16.0,25.0,17.2,3.0,PlayStation Store,français,français
7167,Gundam Battle Chronicle,PSP,2007.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,61.0,4.0,7.3,10.0,11.0,1.0,15.0,3.0,UMD,français,français
7168,G-Force,PS3,2009.0,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,68.0,22.0,7.7,15.0,3.0,2.0,1.0,3.0,CD,français,anglais
7171,Conflict: Vietnam,XB,2004.0,Shooter,SCi,0.17,0.05,0.0,0.01,0.22,60.0,40.0,7.5,13.0,11.0,3.0,8.7,16.0,Blu-Ray,français,français
7172,Whirl Tour,PS2,2002.0,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,58.0,9.0,7.2,6.0,10.0,4.0,8.0,3.0,DVD,français,français
7175,Dark Souls II,XOne,2015.0,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22,89.0,11.0,7.8,295.0,17.0,188.0,17.1,16.0,Autre,anglais,français
7178,Hatsune Miku: Project Mirai 2,3DS,2013.0,Action,Sega,0.0,0.0,0.22,0.0,0.22,80.0,32.0,8.2,99.0,11.0,0.0,15.0,3.0,Autre,français,français
7179,Skies of Arcadia Legends,GC,2002.0,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,84.0,31.0,8.7,120.0,17.0,115.0,18.8,3.0,Autre,français,français
7183,Sengoku Basara 3 Utage,PS3,2011.0,Action,Capcom,0.0,0.0,0.22,0.0,0.22,61.0,37.0,8.1,39.0,11.0,2.0,18.5,3.0,Blu-Ray,français,français
7184,Breath of Fire,GBA,2001.0,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,79.0,17.0,7.6,25.0,14.0,32.0,15.3,3.0,Cartouche,français,français
7185,Ragnarok DS,DS,2008.0,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22,53.0,19.0,5.5,17.0,11.0,13.0,17.0,3.0,Cartouche,anglais,anglais
7187,NCAA Football 2005,GC,2004.0,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,88.0,18.0,7.6,9.0,11.0,0.0,15.0,3.0,Autre,français,français
7188,Hamtaro: Ham-Ham Games,GBA,2004.0,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,77.0,20.0,8.3,9.0,17.0,11.0,15.5,3.0,Autre,français,français
7191,MotoGP 09/10,PS3,2010.0,Racing,Capcom,0.05,0.13,0.0,0.04,0.22,70.0,42.0,5.4,29.0,15.0,48.0,10.5,3.0,Blu-Ray,français,français
7192,Rune Factory: Tides of Destiny,PS3,2011.0,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.01,0.22,55.0,12.0,7.4,56.0,14.0,27.0,16.6,12.0,Blu-Ray,français,français
7193,A Boy and His Blob,Wii,2009.0,Platform,Majesco Entertainment,0.19,0.02,0.0,0.02,0.22,80.0,43.0,8.2,44.0,16.0,21.0,16.5,7.0,DVD,français,français
7194,Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22,68.0,55.0,6.8,424.0,13.0,23.0,17.4,3.0,Autre,français,français
7200,Bust-A-Move 4,PS,1998.0,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,79.0,14.0,8.2,5.0,15.0,9.0,17.3,3.0,Autre,français,français
7201,The Legend of Spyro: The Eternal Night,Wii,2007.0,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.22,60.0,8.0,6.2,30.0,8.0,25.0,12.7,7.0,DVD,français,français
7203,Rampage: Total Destruction,Wii,2006.0,Action,Midway Games,0.19,0.01,0.0,0.02,0.22,46.0,21.0,5.7,23.0,9.0,15.0,11.2,12.0,DVD,anglais,français
7204,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004.0,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,61.0,12.0,8.0,5.0,11.0,0.0,15.0,3.0,DVD,français,français
7206,Dino Stalker,PS2,2002.0,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,50.0,18.0,6.2,18.0,12.0,11.0,12.4,12.0,DVD,anglais,français
7207,Rapala's Fishing Frenzy,Wii,2008.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,61.0,5.0,6.0,4.0,11.0,2.0,13.5,3.0,Autre,français,français
7208,Mobile Suit Gundam Seed,PS2,2003.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,45.0,16.0,7.6,13.0,11.0,0.0,15.0,3.0,Autre,français,français
7209,Shinobi,3DS,2011.0,Platform,Sega,0.14,0.07,0.0,0.02,0.22,69.0,33.0,7.3,38.0,15.0,44.0,14.4,16.0,Cartouche,français,français
7211,Tony Hawk's Downhill Jam,DS,2006.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76.0,34.0,6.6,10.0,14.0,21.0,16.8,3.0,Cartouche,anglais,français
7212,Mega Man Zero 3,GBA,2004.0,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,77.0,21.0,8.8,96.0,15.0,15.0,16.3,3.0,Cartouche,français,anglais
7213,LEGO The Lord of the Rings,PC,2012.0,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,80.0,6.0,7.9,207.0,16.0,82.0,15.8,7.0,DVD,français,français
7214,Hitman: HD Trilogy,PS3,2013.0,Action,Square Enix,0.07,0.1,0.0,0.04,0.22,71.0,20.0,7.6,61.0,16.0,66.0,16.2,18.0,Blu-Ray,français,français
7215,Aliens vs Predator: Requiem,PSP,2007.0,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,49.0,34.0,8.5,81.0,9.0,19.0,12.2,16.0,UMD,français,français
7216,Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22,63.0,55.0,7.7,621.0,18.0,13.0,15.5,16.0,PlayStation Store,anglais,français
7218,KORG DS-10 Synthesizer,DS,2008.0,Misc,AQ Interactive,0.2,0.01,0.0,0.02,0.22,82.0,11.0,8.2,13.0,11.0,8.0,15.5,3.0,Cartouche,français,français
7219,Tenchu: Shadow Assassins,Wii,2008.0,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22,70.0,35.0,7.3,37.0,13.0,29.0,11.6,16.0,DVD,anglais,français
7224,The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,86.0,12.0,8.6,185.0,15.0,7.0,15.0,3.0,Autre,anglais,anglais
7226,Dungeon Hunter Alliance,PSV,2012.0,Action,Ubisoft,0.09,0.1,0.0,0.04,0.22,49.0,34.0,6.4,68.0,15.0,39.0,15.9,7.0,Autre,anglais,français
7231,The Lord of the Rings: The Third Age,GBA,2004.0,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,67.0,7.0,8.3,21.0,14.0,29.0,16.6,12.0,Cartouche,français,français
7232,Cursed Mountain,Wii,2009.0,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.22,67.0,51.0,7.6,40.0,12.0,31.0,12.5,16.0,DVD,français,français
7233,The Suffering,XB,2004.0,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,77.0,44.0,8.5,28.0,14.0,25.0,16.6,18.0,Autre,français,français
7235,Tetris Worlds,GC,2002.0,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22,47.0,10.0,4.8,10.0,15.0,1.0,20.0,3.0,Autre,anglais,français
7238,Mega Man 64,N64,2000.0,Action,Capcom,0.14,0.03,0.05,0.0,0.22,59.0,6.0,8.8,81.0,11.0,8.0,6.5,3.0,Cartouche,français,français
7241,Ms. Pac-Man: Maze Madness,N64,2000.0,Puzzle,Namco Bandai Games,0.18,0.04,0.0,0.0,0.22,73.0,4.0,7.1,11.0,11.0,1.0,20.0,3.0,Cartouche,français,français
7242,Tales of Graces,Wii,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,77.0,55.0,8.5,380.0,18.0,9.0,17.2,3.0,DVD,français,français
7243,Age of Empires: Mythologies,DS,2008.0,Strategy,THQ,0.17,0.03,0.0,0.02,0.22,78.0,28.0,7.2,32.0,11.0,5.0,8.8,3.0,Autre,français,français
7244,Viewtiful Joe 2,GC,2004.0,Action,Capcom,0.17,0.04,0.0,0.01,0.22,86.0,39.0,8.0,28.0,17.0,17.0,16.7,12.0,Autre,anglais,français
7251,Touch the Dead,DS,2007.0,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,56.0,31.0,5.8,6.0,19.0,59.0,18.1,18.0,Autre,anglais,français
7252,Tropico 3,X360,2009.0,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22,75.0,33.0,6.9,23.0,16.0,15.0,15.5,16.0,DVD,français,français
7253,Nickelodeon Party Blast,XB,2002.0,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22,19.0,4.0,3.7,13.0,11.0,1.0,17.0,3.0,Autre,français,français
7254,Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,61.0,9.0,8.8,13.0,8.0,4.0,14.8,12.0,Autre,français,français
7257,Shellshock: Nam '67,XB,2004.0,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,58.0,37.0,7.1,15.0,9.0,29.0,11.3,18.0,Autre,français,français
7258,Hunted: The Demon's Forge,X360,2011.0,Action,Bethesda Softworks,0.13,0.07,0.0,0.02,0.22,61.0,59.0,6.3,111.0,13.0,54.0,14.4,18.0,DVD Blu-Ray,français,français
7260,Tales of Berseria,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,79.0,57.0,7.2,588.0,16.0,75.0,15.7,3.0,Blu-Ray,français,français
7261,All-Star Baseball 2002,GC,2001.0,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,66.0,17.0,6.3,8.0,13.0,8.0,13.3,3.0,Autre,anglais,anglais
7262,Magna Carta: Tears of Blood,PS2,2004.0,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,66.0,34.0,7.0,28.0,14.0,60.0,15.1,12.0,Autre,français,français
7264,Capcom vs. SNK,DC,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,80.0,17.0,8.7,32.0,13.0,49.0,15.7,12.0,Autre,français,français
7265,NBA Live 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,51.0,11.0,5.9,14.0,12.0,10.0,10.1,3.0,DVD,français,français
7266,Infinite Space,DS,2009.0,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,75.0,46.0,8.2,67.0,15.0,31.0,16.1,12.0,Cartouche,anglais,anglais
7267,Yoostar2,X360,2011.0,Misc,Unknown,0.11,0.09,0.0,0.02,0.22,50.0,25.0,3.7,10.0,7.0,3.0,18.0,12.0,Autre,français,français
7268,Transformers: Devastation,PS4,2015.0,Action,Activision,0.1,0.08,0.0,0.04,0.22,77.0,50.0,7.7,228.0,14.0,9.0,12.2,3.0,Autre,français,français
7270,From Russia With Love,GC,2005.0,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,70.0,20.0,8.7,16.0,13.0,46.0,16.3,16.0,Autre,français,français
7271,You Don't Know Jack,Wii,2011.0,Misc,THQ,0.2,0.0,0.0,0.01,0.22,81.0,5.0,7.7,6.0,11.0,0.0,15.0,3.0,DVD,français,français
7273,Pinball Hall of Fame: The Williams Collection,PS3,2009.0,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22,82.0,16.0,7.9,8.0,11.0,2.0,18.5,3.0,Autre,français,français
7274,Guitar Hero: Smash Hits,PS2,2009.0,Misc,Activision,0.11,0.01,0.0,0.1,0.22,69.0,6.0,7.0,10.0,11.0,2.0,17.5,12.0,Autre,français,français
7275,NFL Quarterback Club 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,67.0,12.0,7.8,6.0,11.0,0.0,15.0,3.0,CD,français,français
7277,NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,70.0,23.0,5.6,8.0,11.0,0.0,15.0,3.0,Blu-Ray DVD,français,français
7278,Full Auto,X360,2006.0,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70.0,63.0,7.7,41.0,12.0,26.0,15.0,12.0,Autre,français,français
7285,Spirit Camera: The Cursed Memoir,3DS,2012.0,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,54.0,35.0,6.4,37.0,14.0,42.0,13.3,16.0,Cartouche,français,français
7286,NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,80.0,18.0,7.6,16.0,13.0,25.0,17.8,3.0,DVD,anglais,français
7287,Naruto: Ninja Council,GBA,2003.0,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,60.0,12.0,7.0,11.0,8.0,27.0,11.3,12.0,Cartouche,français,français
7288,Shin Megami Tensei: Persona,PSP,2009.0,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,78.0,30.0,4.5,262.0,17.0,122.0,18.2,3.0,Blu-Ray,anglais,anglais
7293,NFL 2K3,GC,2002.0,Sports,Sega,0.17,0.04,0.0,0.01,0.22,92.0,24.0,6.5,15.0,17.0,2.0,18.0,3.0,Autre,anglais,anglais
7294,Darksiders II,PS4,2015.0,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22,72.0,28.0,8.0,350.0,17.0,35.0,16.7,16.0,Blu-Ray,français,français
7297,Samurai Jack: The Amulet of Time,GBA,2003.0,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,63.0,13.0,5.9,10.0,11.0,2.0,17.5,3.0,Autre,français,français
7302,Lost Planet 3,PS3,2013.0,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22,61.0,30.0,5.8,112.0,13.0,23.0,11.7,18.0,Blu-Ray,français,français
7303,Order Up!,Wii,2008.0,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22,76.0,25.0,8.5,28.0,11.0,1.0,16.0,3.0,DVD,français,français
7304,Code Name: S.T.E.A.M.,3DS,2015.0,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,69.0,69.0,7.8,144.0,15.0,16.0,15.6,3.0,Autre,français,français
7305,SBK X: Superbike World Championship,PS3,2010.0,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22,73.0,4.0,6.0,5.0,14.0,36.0,15.0,3.0,Autre,français,français
7306,NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,43.0,25.0,2.6,176.0,9.0,49.0,6.2,3.0,Blu-Ray,français,français
7307,Scooby-Doo! Mystery Mayhem,GC,2004.0,Action,THQ,0.17,0.04,0.0,0.01,0.22,54.0,17.0,7.0,5.0,12.0,2.0,20.0,3.0,Autre,français,français
7311,Britney's Dance Beat,GBA,2002.0,Misc,THQ,0.15,0.06,0.0,0.0,0.22,53.0,14.0,8.1,11.0,6.0,10.0,11.3,3.0,Cartouche,français,anglais
7312,Shrek SuperSlam,GC,2005.0,Action,Activision,0.17,0.04,0.0,0.01,0.22,70.0,11.0,6.1,30.0,9.0,2.0,20.0,3.0,Autre,français,français
7313,Sniper: Ghost Warrior 2,X360,2013.0,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,52.0,33.0,5.8,114.0,16.0,2.0,16.5,18.0,Autre,anglais,français
