,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC
6736,Ninja Gaiden 3,X360,2012.0,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,70.0,12.0,7.2,56.0,12.0,84.0,12.8,18.0,Autre,français,français
6738,Yakuza Zero: The Place of Oath,PS3,2015.0,Action,Sega,0.0,0.0,0.25,0.0,0.25,85.0,87.0,8.6,1465.0,17.0,0.0,15.0,18.0,Blu-Ray,français,français
6739,Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.11,0.11,0.0,0.02,0.25,77.0,24.0,8.1,39.0,16.0,79.0,15.0,12.0,DVD,français,français
6740,Dynasty Warriors 6,PS2,2008.0,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,43.0,7.0,7.0,26.0,11.0,7.0,16.7,3.0,DVD,français,français
6743,America's Army: Rise of a Soldier,XB,2005.0,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,70.0,19.0,7.4,21.0,11.0,4.0,9.8,16.0,Autre,français,français
6744,Grandia,PS,1999.0,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25,89.0,14.0,7.7,149.0,16.0,1.0,20.0,3.0,Autre,français,français
6745,TV Superstars,PS3,2010.0,Misc,Sony Computer Entertainment,0.07,0.13,0.0,0.05,0.25,56.0,17.0,4.9,8.0,9.0,7.0,11.1,7.0,Blu-Ray,français,français
6746,Armored Core 4,X360,2007.0,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65.0,31.0,7.5,37.0,13.0,21.0,14.6,12.0,Blu-Ray DVD,anglais,français
6747,F1 2000,PS,2000.0,Racing,Electronic Arts,0.14,0.09,0.0,0.02,0.25,66.0,8.0,7.5,6.0,13.0,2.0,17.5,3.0,CD,français,français
6750,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006.0,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,51.0,32.0,7.4,23.0,10.0,34.0,12.7,12.0,CD,français,français
6751,We Love Golf!,Wii,2007.0,Sports,Capcom,0.2,0.01,0.03,0.02,0.25,75.0,28.0,6.0,12.0,13.0,5.0,13.8,3.0,DVD,français,français
6752,WRC: World Rally Championship,PS2,2001.0,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25,80.0,21.0,8.5,13.0,10.0,29.0,14.9,3.0,Autre,français,français
6753,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005.0,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25,55.0,4.0,7.8,12.0,12.0,2.0,17.5,3.0,Autre,anglais,anglais
6757,Anno 2205,PC,2015.0,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25,72.0,45.0,6.1,329.0,15.0,93.0,10.2,7.0,Autre,français,français
6760,Monster Hunter G,Wii,2009.0,Role-Playing,Capcom,0.0,0.0,0.25,0.0,0.25,84.0,70.0,8.5,256.0,11.0,12.0,13.7,3.0,DVD,français,français
6761,Fuel,PS3,2009.0,Racing,Codemasters,0.08,0.12,0.0,0.05,0.25,67.0,44.0,7.4,44.0,15.0,134.0,14.6,7.0,Blu-Ray,français,français
6763,Pro Evolution Soccer 2014,X360,2013.0,Action,Konami Digital Entertainment,0.06,0.16,0.0,0.03,0.25,80.0,23.0,4.2,116.0,15.0,287.0,13.3,3.0,Autre,français,français
6766,Nickelodeon Party Blast,GC,2002.0,Misc,Atari,0.19,0.05,0.0,0.01,0.25,19.0,4.0,3.7,13.0,11.0,1.0,17.0,3.0,Autre,français,français
6767,SBK Superbike World Championship,PS3,2008.0,Racing,Black Bean Games,0.12,0.11,0.0,0.02,0.25,59.0,7.0,6.1,8.0,13.0,1.0,17.0,3.0,Autre,français,français
6768,Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,77.0,13.0,8.5,15.0,11.0,0.0,15.0,12.0,DVD,français,anglais
6769,Choro Q2,PS,1997.0,Racing,Takara,0.0,0.0,0.23,0.02,0.25,48.0,18.0,8.1,7.0,11.0,0.0,15.0,3.0,CD,français,français
6770,Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios,0.22,0.01,0.0,0.02,0.25,66.0,7.0,6.4,5.0,9.0,8.0,15.0,7.0,Cartouche,français,français
6772,Major League Baseball 2K7,PS3,2007.0,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74.0,19.0,4.7,7.0,11.0,0.0,15.0,3.0,Blu-Ray,français,français
6773,X-Men Legends II: Rise of Apocalypse,GC,2005.0,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,82.0,34.0,6.6,30.0,12.0,14.0,16.4,12.0,Autre,anglais,français
6775,Driver '76,PSP,2007.0,Racing,Ubisoft,0.03,0.14,0.0,0.08,0.25,57.0,28.0,7.4,32.0,14.0,49.0,14.8,18.0,UMD,français,français
6776,Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.25,42.0,28.0,5.3,38.0,8.0,34.0,11.0,16.0,Blu-Ray,français,français
6777,NBA Courtside 2002,GC,2002.0,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71.0,18.0,7.4,7.0,13.0,13.0,16.5,3.0,Autre,anglais,français
6785,Tales of Hearts,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,76.0,35.0,8.1,126.0,16.0,10.0,18.7,3.0,Cartouche,japonais,japonais
6786,Digimon World: Data Squad,PS2,2006.0,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,0.24,43.0,12.0,7.6,33.0,11.0,2.0,14.0,3.0,CD,français,français
6787,Dynasty Warriors 7,X360,2011.0,Action,Tecmo Koei,0.16,0.07,0.0,0.02,0.24,58.0,22.0,8.1,49.0,13.0,104.0,16.4,16.0,Autre,anglais,français
6792,Trials Fusion,XOne,2014.0,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24,80.0,28.0,7.1,174.0,17.0,18.0,15.9,3.0,Autre,anglais,français
6794,Avalon Code,DS,2008.0,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24,71.0,29.0,7.8,17.0,16.0,38.0,16.1,12.0,Cartouche,français,français
6799,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,Ubisoft,0.12,0.1,0.0,0.02,0.24,74.0,29.0,8.2,17.0,13.0,31.0,14.2,12.0,DVD,français,français
6802,MLB,PSP,2005.0,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,80.0,26.0,7.9,19.0,11.0,1.0,11.0,3.0,UMD,français,français
6803,Army Men: Sarge's Heroes 2,PS,2000.0,Shooter,3DO,0.14,0.09,0.0,0.02,0.24,54.0,15.0,5.7,7.0,14.0,10.0,16.7,3.0,Autre,français,français
6805,Dreamcast Collection,X360,2011.0,Misc,Sega,0.16,0.07,0.0,0.02,0.24,53.0,31.0,5.4,14.0,7.0,22.0,10.2,12.0,DVD,anglais,français
6806,Madden NFL 13,WiiU,2012.0,Sports,Electronic Arts,0.22,0.0,0.0,0.02,0.24,75.0,9.0,7.0,35.0,16.0,3.0,17.7,3.0,Autre,français,français
6808,Homefront,PC,2011.0,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70.0,36.0,5.6,658.0,11.0,296.0,10.9,18.0,DVD,français,français
6810,Bakugan: Battle Brawlers,X360,2009.0,Action,Activision,0.2,0.02,0.0,0.02,0.24,60.0,16.0,6.3,14.0,11.0,6.0,16.8,7.0,Autre,français,français
6811,Britney's Dance Beat,PS2,2002.0,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63.0,20.0,5.7,27.0,14.0,17.0,13.1,3.0,DVD,français,français
6813,World Soccer Winning Eleven 7,PS2,2003.0,Sports,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24,93.0,28.0,8.4,59.0,11.0,1.0,10.0,3.0,Autre,français,français
6814,Ace Combat: Assault Horizon Legacy,3DS,2011.0,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71.0,37.0,7.4,31.0,12.0,1.0,11.0,12.0,Autre,français,français
6817,Namco Tennis Smash Court,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24,68.0,30.0,5.5,6.0,14.0,34.0,16.5,3.0,Autre,français,français
6818,Vexx,PS2,2003.0,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24,63.0,20.0,7.7,18.0,13.0,18.0,13.1,3.0,DVD,français,français
6821,Marvel vs. Capcom Origins,PS2,2006.0,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24,72.0,11.0,8.1,11.0,11.0,2.0,18.0,12.0,Autre,français,français
6824,TimeSplitters: Future Perfect,PS2,2005.0,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,84.0,39.0,8.9,185.0,15.0,151.0,18.7,18.0,DVD,français,français
6825,Final Fantasy Fables: Chocobo Tales,DS,2006.0,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24,75.0,42.0,7.2,35.0,14.0,63.0,16.4,3.0,Cartouche,français,français
6826,Harvest Moon: Magical Melody,GC,2005.0,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24,83.0,14.0,8.5,51.0,11.0,3.0,16.0,3.0,Autre,français,français
6827,Genma Onimusha,XB,2002.0,Action,Capcom,0.14,0.04,0.05,0.01,0.24,83.0,27.0,8.6,18.0,15.0,124.0,16.7,16.0,Autre,anglais,français
6828,DK: King of Swing,GBA,2005.0,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70.0,30.0,5.7,9.0,14.0,10.0,15.8,3.0,Cartouche,français,français
6832,Spider-Man: Shattered Dimensions,Wii,2010.0,Action,Activision,0.13,0.09,0.0,0.02,0.24,75.0,13.0,7.8,24.0,15.0,38.0,17.8,16.0,Autre,français,français
6833,Corvette,XB,2003.0,Racing,TDK Mediactive,0.18,0.05,0.0,0.01,0.24,53.0,4.0,7.9,13.0,9.0,7.0,15.0,3.0,DVD,français,français
6834,Atelier Meruru: Alchemist of Arland 3,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24,66.0,17.0,8.2,87.0,11.0,2.0,15.0,3.0,Autre,anglais,anglais
6835,AC/DC LIVE: Rock Band Track Pack,PS3,2008.0,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24,60.0,12.0,5.3,14.0,11.0,11.0,12.9,3.0,Autre,français,français
6837,Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24,68.0,15.0,5.0,8.0,13.0,89.0,12.2,7.0,Autre,français,français
6838,Midway Arcade Treasures: Extended Play,PSP,2005.0,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24,63.0,24.0,7.8,9.0,9.0,1.0,1.0,16.0,UMD,anglais,anglais
6839,F1 2015,XOne,2015.0,Racing,Codemasters,0.08,0.15,0.0,0.02,0.24,64.0,13.0,6.2,26.0,13.0,6.0,13.7,3.0,Autre,français,français
6840,Skylanders SWAP Force,3DS,2013.0,Platform,Activision,0.1,0.12,0.0,0.02,0.24,68.0,12.0,5.9,21.0,11.0,2.0,15.5,7.0,Autre,français,français
6842,"What Did I Do to Deserve This, My Lord!? 2",PSP,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24,73.0,27.0,8.2,11.0,14.0,10.0,15.5,12.0,UMD,français,français
6844,Burnout 2: Point of Impact,XB,2003.0,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24,88.0,23.0,6.1,29.0,16.0,116.0,16.8,3.0,Autre,français,français
6847,Super Monkey Ball Deluxe,PS2,2005.0,Misc,Sega,0.12,0.09,0.0,0.03,0.24,78.0,25.0,7.8,19.0,14.0,6.0,17.7,3.0,CD,français,français
6848,Street Fighter X Tekken,PSV,2012.0,Fighting,Capcom,0.14,0.05,0.01,0.04,0.24,79.0,25.0,7.6,77.0,17.0,32.0,16.1,12.0,Autre,anglais,français
6849,Kill.Switch,XB,2003.0,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,75.0,26.0,7.9,10.0,13.0,9.0,16.0,12.0,Autre,anglais,français
6852,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81.0,30.0,7.9,18.0,15.0,15.0,17.2,3.0,Autre,français,français
6853,Stella Glow,3DS,2015.0,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79.0,32.0,8.4,129.0,13.0,9.0,16.7,12.0,Autre,français,français
6854,Dancing With The Stars,Wii,2007.0,Misc,Activision,0.22,0.0,0.0,0.02,0.24,42.0,5.0,6.2,5.0,11.0,0.0,15.0,3.0,DVD,français,français
6855,Summon Night 3,PS2,2003.0,Role-Playing,Banpresto,0.0,0.0,0.24,0.0,0.24,77.0,20.0,8.2,25.0,11.0,0.0,15.0,3.0,CD,français,français
6857,The Simpsons: Road Rage,GC,2001.0,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24,67.0,16.0,7.7,15.0,13.0,12.0,16.1,3.0,Autre,français,français
6861,Azurik: Rise of Perathia,XB,2001.0,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,52.0,26.0,7.9,18.0,13.0,20.0,10.4,12.0,DVD,français,français
6862,Luminous Arc,DS,2007.0,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,70.0,25.0,7.0,28.0,14.0,6.0,16.2,7.0,Cartouche,anglais,anglais
6864,The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24,58.0,21.0,8.1,13.0,12.0,41.0,15.5,12.0,Autre,français,français
6867,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24,73.0,36.0,5.4,20.0,15.0,58.0,12.6,3.0,Blu-Ray,français,français
6873,Valhalla Knights,PSP,2006.0,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24,53.0,29.0,7.7,25.0,10.0,15.0,11.8,7.0,UMD,français,français
6874,Harvest Moon: Another Wonderful Life,GC,2004.0,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24,70.0,12.0,8.6,69.0,11.0,1.0,20.0,3.0,Autre,français,français
6875,NBA Live 10,PSP,2009.0,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24,64.0,4.0,4.1,11.0,11.0,4.0,14.8,3.0,UMD,français,français
6879,Bakugan: Battle Brawlers,PS3,2009.0,Action,Activision,0.19,0.03,0.0,0.02,0.24,63.0,10.0,6.9,32.0,11.0,3.0,16.0,7.0,Autre,français,français
6883,Midway's Greatest Arcade Hits Volume 1,N64,2000.0,Misc,Midway Games,0.19,0.05,0.0,0.0,0.24,59.0,6.0,7.2,5.0,11.0,0.0,15.0,3.0,Cartouche,français,français
6885,Ready 2 Rumble Boxing: Round 2,N64,2000.0,Fighting,Midway Games,0.19,0.05,0.0,0.0,0.24,64.0,5.0,6.6,7.0,11.0,1.0,15.0,3.0,Cartouche,français,français
6886,Army Men: Air Combat,N64,2000.0,Action,3DO,0.19,0.05,0.0,0.0,0.24,77.0,10.0,7.8,8.0,15.0,2.0,13.5,3.0,CD,français,français
6894,Ashes Cricket 2009,Wii,2009.0,Sports,Codemasters,0.0,0.23,0.0,0.01,0.24,66.0,4.0,6.8,24.0,11.0,0.0,15.0,3.0,DVD,français,français
6895,Ghost Rider,PSP,2007.0,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24,49.0,17.0,6.1,21.0,13.0,16.0,14.3,12.0,UMD,français,français
6896,Tony Hawk's American Sk8land,GBA,2005.0,Sports,Activision,0.17,0.06,0.0,0.0,0.24,64.0,7.0,3.9,7.0,11.0,3.0,15.3,3.0,Autre,français,français
6897,Juiced 2: Hot Import Nights,DS,2007.0,Racing,THQ,0.22,0.0,0.0,0.02,0.24,72.0,7.0,8.0,4.0,11.0,5.0,11.4,12.0,Cartouche,français,français
6905,Samurai Warriors 4,PS4,2014.0,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76.0,31.0,7.7,101.0,15.0,27.0,16.4,16.0,Blu-Ray,anglais,anglais
6908,DiRT Showdown,X360,2012.0,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24,75.0,53.0,6.5,62.0,15.0,67.0,15.0,7.0,DVD Blu-Ray,français,français
6909,Divinity II: Ego Draconis,X360,2009.0,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24,62.0,37.0,6.6,45.0,18.0,102.0,17.0,12.0,DVD,français,français
6912,X-Men: Destiny,X360,2011.0,Action,Activision,0.18,0.05,0.0,0.02,0.24,47.0,51.0,4.9,78.0,11.0,16.0,14.9,3.0,Autre,français,français
6914,Chibi-Robo! Zip Lash,3DS,2015.0,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24,59.0,50.0,5.1,132.0,11.0,10.0,13.6,3.0,Autre,français,français
6915,4x4 EVO 2,XB,2001.0,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,59.0,15.0,5.7,6.0,12.0,11.0,15.0,3.0,Autre,français,français
6917,Lunar: Silver Star Harmony,PSP,2009.0,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24,80.0,26.0,8.1,51.0,13.0,6.0,15.2,3.0,UMD,français,français
6919,Grand Theft Auto,GBA,2004.0,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,68.0,33.0,6.8,43.0,14.0,50.0,16.1,16.0,Cartouche,français,anglais
6921,Viva Pinata: Party Animals,X360,2007.0,Misc,Microsoft Game Studios,0.19,0.03,0.0,0.02,0.24,56.0,42.0,6.4,26.0,10.0,17.0,14.7,3.0,DVD,français,français
6923,Asura's Wrath,X360,2012.0,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71.0,54.0,6.7,174.0,15.0,232.0,15.6,16.0,Blu-Ray DVD,anglais,français
6925,Dynasty Warriors 6 Empires,X360,2009.0,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24,59.0,24.0,7.2,29.0,11.0,2.0,10.5,12.0,UMD,français,français
6926,My Street,PS2,2003.0,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,46.0,21.0,3.6,14.0,10.0,4.0,9.8,3.0,Autre,français,français
6928,Shadow Hearts: Covenant,PS2,2004.0,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24,85.0,49.0,8.8,121.0,16.0,89.0,18.4,16.0,DVD,anglais,français
6932,Risen 2: Dark Waters,PS3,2012.0,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24,47.0,13.0,4.9,59.0,11.0,43.0,12.3,18.0,Blu-Ray,anglais,français
6937,Onechanbara Z2: Chaos,PS4,2014.0,Action,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24,57.0,40.0,7.0,89.0,11.0,14.0,13.6,3.0,Blu-Ray,français,français
6946,G.I. Joe: The Rise of Cobra,X360,2009.0,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,42.0,59.0,4.8,24.0,10.0,2.0,13.5,12.0,Autre,français,français
6947,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010.0,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61.0,27.0,7.8,75.0,11.0,33.0,13.7,3.0,Blu-Ray,japonais,anglais
6950,God Eater 2,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,71.0,30.0,8.0,41.0,11.0,2.0,17.5,3.0,UMD,japonais,japonais
6956,Afro Samurai,X360,2009.0,Action,Atari,0.16,0.05,0.0,0.02,0.24,65.0,70.0,6.2,66.0,15.0,85.0,15.1,18.0,Blu-Ray DVD,anglais,français
6957,The Bureau: XCOM Declassified,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24,68.0,30.0,6.9,127.0,11.0,2.0,3.0,3.0,Autre,français,français
6958,Sands of Destruction,DS,2008.0,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.24,63.0,20.0,7.9,19.0,14.0,8.0,15.3,3.0,Cartouche,anglais,anglais
6959,NASCAR 2011: The Game,Wii,2011.0,Racing,Activision,0.22,0.0,0.0,0.01,0.24,42.0,5.0,3.8,10.0,11.0,4.0,13.5,3.0,DVD,français,français
6960,Silent Hill: Book of Memories,PSV,2012.0,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.24,58.0,57.0,5.0,129.0,10.0,31.0,11.9,16.0,Autre,français,français
6961,Lunar Knights,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24,82.0,39.0,7.8,26.0,16.0,26.0,17.3,12.0,Cartouche,français,français
6962,The Walking Dead: Season Two,PS4,2014.0,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24,81.0,5.0,8.0,355.0,11.0,2.0,12.5,17.0,Autre,français,français
6964,DC Universe Online,PC,2011.0,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24,72.0,27.0,6.7,268.0,11.0,287.0,15.6,16.0,DVD,français,français
6966,Madagascar: Escape 2 Africa,PS3,2008.0,Action,Activision,0.12,0.08,0.0,0.04,0.23,58.0,13.0,6.4,10.0,10.0,6.0,11.7,7.0,Autre,français,français
6968,Need For Speed: Undercover,DS,2008.0,Racing,Electronic Arts,0.18,0.03,0.0,0.02,0.23,59.0,7.0,5.9,14.0,9.0,25.0,11.9,7.0,Cartouche,français,français
6970,Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,62.0,18.0,7.1,8.0,11.0,7.0,17.4,3.0,Cartouche,français,anglais
6975,Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23,77.0,44.0,7.9,55.0,15.0,7.0,14.0,12.0,Cartouche,français,anglais
6977,Street Fighter EX2 Plus,PS,1998.0,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23,64.0,17.0,7.9,34.0,13.0,20.0,14.8,12.0,CD,français,anglais
6979,Big Family Games,Wii,2009.0,Misc,THQ,0.0,0.22,0.0,0.02,0.23,42.0,10.0,2.3,12.0,11.0,1.0,6.0,3.0,Autre,français,français
6983,Super Robot Taisen D,GBA,2003.0,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23,72.0,13.0,6.7,10.0,11.0,0.0,15.0,3.0,Cartouche,français,français
6984,NASCAR Thunder 2004,XB,2003.0,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,88.0,15.0,8.6,88.0,11.0,0.0,15.0,3.0,Autre,anglais,anglais
6985,Buffy the Vampire Slayer,XB,2002.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,79.0,30.0,7.9,40.0,11.0,0.0,15.0,3.0,Autre,français,français
6987,Star Wars: The Force Unleashed II,DS,2010.0,Action,LucasArts,0.18,0.04,0.0,0.02,0.23,43.0,5.0,4.6,8.0,11.0,14.0,16.1,16.0,Autre,français,français
6989,Zumba Fitness: World Party,XOne,2013.0,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.23,73.0,5.0,6.2,40.0,12.0,7.0,12.1,3.0,Autre,français,français
6992,Meteos,DS,2005.0,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88.0,49.0,7.4,178.0,17.0,73.0,17.8,3.0,Autre,français,français
6993,Virtua Tennis 4,X360,2011.0,Sports,Sega,0.11,0.1,0.01,0.02,0.23,70.0,37.0,6.4,16.0,13.0,77.0,16.0,3.0,Autre,français,français
6995,Cross Edge,PS3,2008.0,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52.0,32.0,6.4,69.0,13.0,19.0,13.6,12.0,Blu-Ray,anglais,anglais
7000,Asphalt: Injection,PSV,2011.0,Action,Ubisoft,0.14,0.06,0.0,0.04,0.23,49.0,33.0,5.2,34.0,9.0,29.0,11.4,7.0,Autre,anglais,français
7001,Total War: Attila,PC,2015.0,Strategy,Sega,0.09,0.13,0.0,0.02,0.23,80.0,66.0,7.4,650.0,15.0,1.0,10.0,16.0,Autre,français,français
7002,SSX On Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,79.0,23.0,8.0,47.0,15.0,72.0,16.9,3.0,Autre,français,français
7004,World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.01,0.23,85.0,20.0,7.3,6.0,11.0,1.0,17.0,3.0,Cartouche,français,français
7006,Test Drive: Eve of Destruction,PS2,2004.0,Racing,Atari,0.11,0.09,0.0,0.03,0.23,73.0,34.0,8.4,33.0,14.0,12.0,18.1,12.0,DVD,anglais,anglais
7008,Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,64.0,35.0,7.5,31.0,12.0,6.0,14.8,12.0,Blu-Ray,français,français
7009,Hatsune Miku: Project Diva f,PSV,2012.0,Misc,Sega,0.0,0.0,0.23,0.0,0.23,81.0,10.0,8.1,95.0,17.0,21.0,18.7,7.0,Autre,français,anglais
7010,The Club,PS3,2008.0,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,72.0,42.0,6.5,20.0,13.0,56.0,13.5,18.0,Blu-Ray,français,français
7011,Carnival Island,PS3,2011.0,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,66.0,25.0,5.2,5.0,8.0,4.0,14.5,3.0,Blu-Ray,français,français
7012,Jeremy McGrath Supercross World,PS2,2001.0,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,35.0,9.0,2.9,15.0,8.0,10.0,8.5,3.0,Autre,français,français
7015,The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,47.0,12.0,6.9,8.0,9.0,8.0,15.3,12.0,Autre,français,français
7017,Looney Tunes: Acme Arsenal,Wii,2007.0,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27.0,7.0,5.8,18.0,3.0,14.0,8.0,7.0,Autre,français,français
7018,Monster Hunter G,PS2,2005.0,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23,68.0,37.0,8.6,61.0,11.0,3.0,19.3,16.0,DVD,français,français
7021,Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23,63.0,32.0,6.2,90.0,11.0,20.0,13.9,12.0,Autre,français,français
7022,Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,75.0,17.0,8.2,26.0,11.0,1.0,18.0,3.0,Autre,français,français
7023,Tom Clancy's Splinter Cell,GC,2003.0,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,89.0,19.0,8.2,33.0,8.0,6.0,9.5,3.0,Autre,français,français
7026,Worms: Battle Islands,Wii,2010.0,Strategy,THQ,0.11,0.1,0.0,0.02,0.23,58.0,13.0,6.5,6.0,16.0,27.0,15.3,12.0,DVD,français,français
7027,ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23,90.0,19.0,7.0,22.0,16.0,5.0,18.6,3.0,DVD,français,français
