,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,developpeur_goo,distributeur_goo,langue_goo,PEGI_goo,game_series_goo,game_mode_goo,developpeur_wiki,langue_wiki,PEGI_wiki,game_mode_wiki,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,nb_joueurs_JVC
16018,Furious Karting,XB,2003.0,Racing,Atari,0.01,0.0,0.0,0.0,0.01,,,,,,,Babylon Software,,,"Solo, multijoueur",63.0,17.0,,,15,4,17,3.0,2.0,,DVD,anglais,français,2.0
16019,WSC REAL 09: World Snooker Championship,PS3,2009.0,Sports,Deep Silver,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,2,18,3.0,2.0,,Blu-Ray,anglais,français,2.0
16020,Harry Potter and the Chamber of Secrets,PC,2002.0,Action,Electronic Arts,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,77.0,8.0,8.4,224.0,3,33,3.8,3.0,,Jouable en solo,CD,français,français,
16021,Pet Shop Monogatari DS 2,DS,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,60.0,10.0,,,,,,,,,,,,
16022,Mystery Legends: Beauty and the Beast,PC,2012.0,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16023,Fuuraiki 3,PSV,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,0.01,FOG Inc.,,,,,,,,,,,,,,,,,,,,,,,
16024,Chokkan! Asonde Relaxuma,DS,2008.0,Action,Rocket Company,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16025,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006.0,Racing,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16026,Minna no Conveni,DS,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,Jouable en solo,,,,
16027,Accel World: Kasoku no Chouten,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16028,SoulCalibur Legends (JP sales),Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,52.0,35.0,5.5,30.0,,,,,,,,,,
16029,Izumo 2,PS2,2006.0,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16030,Entaku no Seito: Students of Round,X360,2011.0,Role-Playing,ChunSoft,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,Jouable en solo,DVD,,,
16031,Bratz: Forever Diamondz,PS2,2006.0,Adventure,THQ,0.01,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,6,2,19,3.0,2.0,,DVD,anglais,français,2.0
16032,Isshoni Gohan. Portable,PSP,2013.0,Adventure,Boost On,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16033,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008.0,Adventure,Hudson Soft,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16034,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16035,Monkey Madness: Island Escape,DS,2010.0,Action,Storm City Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,,2.0,,Cartouche,,,2.0
16036,Malice,XB,2004.0,Platform,Evolved Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,48.0,16.0,7.0,4.0,11,7,16.9,7.0,,Jouable en solo,DVD,anglais,français,
16037,Raven Squad: Operation Hidden Dagger,PC,2009.0,Shooter,Evolved Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,39.0,11.0,3.1,62.0,--,6,9,16.0,2.0,,DVD,français,français,2.0
16038,htoL#NiQ: The Firefly Diary,PSV,2014.0,Platform,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,58.0,16.0,7.5,25.0,--,1,14,12.0,,Jouable en solo,New Game Media,,anglais,
16039,Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,91.0,16.0,4.0,52.0,17,7,16.3,3.0,8.0,,CD,,,8.0
16040,Deus Ex,PC,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,,,,18.0,,,,,,,90.0,28.0,9.2,1536.0,18,308,18.5,,,,CD,,,
16041,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008.0,Adventure,Capcom,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16042,Ouka Sengoku Portable,PSP,2012.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16043,Smiley World: Island Challenge,DS,2009.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,6,3.8,3.0,,,,,,
16044,Order Up!!,3DS,2011.0,Action,Funbox Media,0.0,0.01,0.0,0.0,0.01,SuperVillain studios,,,,,"Single-player, multiplayer (PlayStation 3 and Nintendo 3DS versions only)",SuperVillain Studios,,,"Solo, multijoueur (seulement sur PS3 et 3DS)",72.0,7.0,6.5,6.0,--,1,20,,,,,,,
16045,Wallace & Gromit: Curse of the Were-Rabbit,XB,2005.0,Adventure,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16046,Hanayamata: Yosakoi Live,PSV,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16047,Shepherd's Crossing,PSP,2009.0,Simulation,Success,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16048,Dark Parables: The Exiled Prince,PC,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16049,Military History: Commander - Europe at War,DS,2009.0,Strategy,Slitherine Software,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,8,15.5,12.0,,Jouable en solo,Cartouche,,français,
16050,Tactics Layer: Ritina Guard Senki,DS,2009.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,62.0,10.0,,,--,0,--,,,,Cartouche,,,
16051,We Sing 80s,Wii,2012.0,Misc,Nordic Games,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,3.0,,,,,,
16052,Republique,PS4,2016.0,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01,,,,,,,,,,,72.0,35.0,5.9,43.0,--,1,20,,,Jouable en solo,,,,
16053,San-X Character Channel: All-Star Daishuugou!,DS,2008.0,Action,MTO,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16054,Rail Simulator,PC,2007.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01,,,,,,,Kuju Entertainment,,,Un joueur,72.0,13.0,6.9,25.0,13,11,12.1,3.0,,Jouable en solo,DVD,,,
16055,Putty Squad,PS3,2013.0,Platform,System 3,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,1,18,7.0,,,,,,
16056,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006.0,Sports,Sega,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16057,Rozen Maiden: Gebetgarten,PS2,2007.0,Fighting,Taito,0.0,0.0,0.01,0.0,0.01,,,,,"Rozen Maiden 2 · Genre: Combat , Action · Nb de joueurs: · Plateforme: Playstation 2 - PS2 · Date de sortie FR: Date inconnue · Date de sortie JP: 22 ...",,,,,,,,,,--,0,--,,,,CD,,,
16058,Resistance Dual Pack,PS3,2011.0,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16059,Princess Arthur,PSP,2013.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,72.0,49.0,8.1,30.0,--,6,17,3.0,,,CD,,,
16060,Sakura-Sou no Pet na Kanojo,PSP,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16061,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007.0,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16062,Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16063,BattleForge,PC,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,,,,12.0,,,EA Phenomic,Multilingue,12.0,Multijoueur,75.0,37.0,7.1,116.0,15,66,15.3,12.0,2.0,,DVD,français,français,2.0
16064,Jewel Quest II,PC,2007.0,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,3.0,,,,,,
16065,Toro to Morimori,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,BeXide Inc.,,,,,,,,,,,,,,--,0,--,,,,UMD Blu-Ray,,,
16066,Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,79.0,6.0,8.5,311.0,,,,,,,,,,
16067,Satisfashion,Wii,2010.0,Misc,Destineer,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,CD,,,
16068,Homeworld Remastered Collection,PC,,Strategy,,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,86.0,49.0,8.2,364.0,--,7,14.7,,,,DVD,,,
16069,Metal Slug Anthology,PS2,2007.0,Shooter,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,SNK Playmore,,,Solo,80.0,20.0,8.8,35.0,15,21,13.7,12.0,2.0,,DVD,anglais,anglais,2.0
16070,K-1 Grand Prix,PS,1999.0,Fighting,Jaleco,0.01,0.01,0.0,0.0,0.01,,,,,,,,,,,67.0,24.0,8.1,9.0,,,,,,,,,,
16071,Shorts,DS,,Platform,Unknown,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,7.0,,,,,,
16072,Legoland,PC,1999.0,Action,LEGO Media,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,,,,Cassette Disquette,,,
16073,Rave Master: Special Attack Force!,GBA,2002.0,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,3,16.7,,,,Cartouche,,,
16074,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16075,AKB1/48: Idol to Guam de Koishitara...,X360,,Misc,,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,41.0,19.0,4.4,14.0,,,,,,,,,,
16076,Casper,GBA,2002.0,Adventure,Microids,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,14,4,10.3,3.0,,Jouable en solo,Cartouche,français,français,
16077,Hyakka Yakou,PSV,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16078,Adventure Time: The Secret of the Nameless,X360,2014.0,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,58.0,5.0,7.8,5.0,,,,,,,,,,
16079,Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,83.0,8.0,8.1,13.0,,,,,,,,,,
16080,Shin Hayarigami 2,PSV,2016.0,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,,,,
16081,Ro-Kyu-Bu! Secret Photo Op,PSV,2014.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16082,Caladrius,X360,2013.0,Shooter,Moss,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,1,15,,,,,,,
16083,Who Wants to be a Millionaire: 2nd Edition,DS,2008.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,Hothouse Creations,,,,Liste de jeux vidéo Qui veut gagner des millions ?,,,,,,,,,,,,,,,,,,,
16084,Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16085,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005.0,Misc,,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16086,Freekstyle,GBA,2003.0,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,,,,,,,Page 44 Studios (PS2),,,"Multijoueur, solo",65.0,7.0,,,--,,,3.0,,,,,,
16087,Groovin' Blocks,Wii,2009.0,Puzzle,Zoo Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,75.0,13.0,8.5,6.0,--,0,--,3.0,,,WiiWare,,,
16088,Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,VisualArts/Key; Genre : Aventure ...,,,,,,,,,,,,,,,,,,,,,,,
16089,Gardening Guide: How to get Green Fingers,DS,2009.0,Misc,Mindscape,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16090,Aa Megami-samaa,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16091,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012.0,Action,FuRyu,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16092,Tsukigime Ranko's Longest Day,PS3,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,56.0,32.0,6.1,18.0,--,4,13,16.0,,Jouable en solo,Blu-Ray,,,
16093,Bakumatsu Rock,PSP,2014.0,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,PlayStation Store,,,
16094,Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,,,,,,,,,
16095,Family Jockey,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,DVD,japonais,japonais,
16096,Thunder Alley,GBA,2004.0,Racing,XS Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,23.0,4.0,2.2,5.0,,,,,,,,,,
16097,Dynasty Warriors: Eiketsuden,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,70.0,29.0,8.2,41.0,--,0,--,,,,,,,
16098,Spider-Man: Friend or Foe,PC,2007.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,57.0,9.0,5.9,32.0,13,10,16.5,7.0,2.0,,DVD,français,français,2.0
16099,Carmageddon: Max Damage,XOne,2016.0,Action,Stainless Games,0.01,0.01,0.0,0.0,0.01,,,,,,,,,,,52.0,15.0,7.0,23.0,--,4,18.3,18.0,,Jouable en solo Multi en ligne,,,,
16100,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16101,New Interpretation Stranger of Sword City,PSV,2016.0,Role-Playing,Experience Inc.,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,71.0,24.0,8.1,37.0,,,,,,,,,,
16102,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007.0,Adventure,Datam Polystar,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16103,Victory Spike,PS,1996.0,Sports,Imagineer,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,61.0,40.0,6.3,110.0,14,4,18.8,,,,,,,
16104,Sengoku Basara 2 Heroes,Wii,2007.0,Action,Capcom,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,65.0,18.0,8.8,21.0,--,0,--,12.0,,,DVD,japonais,japonais,
16105,Double Sequence: The Q-Virus Invasion,DS,2008.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16106,Brothers in Arms: Furious 4,X360,,Shooter,,0.01,0.0,0.0,0.0,0.01,Gearbox Software Date de sortie : N.C.,,,,,,,,,,,,,,--,0,--,18.0,,,,,,
16107,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006.0,Action,D3Publisher,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,52.0,10.0,7.2,9.0,,,,,,,,,,
16108,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,UMD,,,
16109,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16110,Marvel: Ultimate Alliance,PC,2006.0,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,82.0,22.0,7.7,88.0,--,,,,,,,,,
16111,Broken Sword 5: The Serpent's Curse,XOne,2015.0,Adventure,Revolution Software,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,77.0,12.0,7.0,20.0,,,,,,,,,,
16112,Shitsuji ga Aruji o Erabu Toki,PSV,2016.0,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16113,Batman: A Telltale Game Series,PS3,2016.0,Adventure,Telltale Games,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,15,6,15.7,,,,,,,
16114,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16115,Kao the Kangaroo,GBA,2001.0,Platform,Titus,0.01,0.0,0.0,0.0,0.01,,,,,,,Tate Interactive,,,Solo,52.0,8.0,6.5,4.0,13,7,16.4,3.0,,Jouable en solo,Cartouche,français,français,
16116,Builder's Block,PS,1999.0,Strategy,EON Digital Entertainment,0.01,0.0,0.0,0.0,0.01,Taito,,,,,Multijoueur,,,,,86.0,63.0,7.9,128.0,6,1,4,3.0,,Jouable en solo,Cartouche,français,français,
16117,Seisou no Amazones,3DS,2013.0,Role-Playing,Arc System Works,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16118,Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017.0,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16119,F.E.A.R. Perseus Mandate,PC,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,61.0,27.0,7.3,156.0,14,42,14.2,18.0,,,DVD,français,français,
16120,Mahjong Taikai IV,PS3,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,Koei,,,,,,,,,,,,,,,,,,,,,,,
16121,Valentino Rossi: The Game,PC,2016.0,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,,,,,Milestone,"Anglais, français, italien, allemand, espagnol, portugais brésilien, japonais",,"Solo, multijoueur",72.0,4.0,5.8,16.0,14,6,13.5,,,Jouable en solo,Steam CD,,,
16122,FlatOut: Ultimate Carnage,PC,2008.0,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,Bugbear Entertainment,Anglais,12.0,"Un joueur, multijoueur",79.0,16.0,7.8,186.0,14,53,14.1,12.0,2.0,,DVD,français,français,2.0
16123,Agarest Senki: Re-appearance,PS3,,Role-Playing,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,50.0,8.0,6.6,34.0,,,,,,,,,,
16124,Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01,,,,,,1-player2-player (online or link ...,,,,,57.0,33.0,5.0,7.0,,,,,,,,,,
16125,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16126,Aquaman: Battle for Atlantis,GC,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,,,,,,,Lucky Chicken Games,anglais,,un joueur,27.0,9.0,2.7,26.0,--,4,4.8,12.0,,,Nintendo Game Disc CD,,,
16127,Strider (2014),PS3,2014.0,Platform,Capcom,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,70.0,8.0,7.3,41.0,--,2,17,,,Jouable en solo,PlayStation Store,,français,
16128,Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007.0,Misc,Takara Tomy,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16129,The Book of Unwritten Tales 2,WiiU,2016.0,Adventure,Nordic Games,0.0,0.01,0.0,0.0,0.01,,,,,,,King Art Games,"Anglais, allemand, français, italien, espagnol, coréen, polonais",,Solo,,,,,--,,,,,,,,,
16130,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007.0,Misc,Sega,0.0,0.0,0.01,0.0,0.01,SEGA; Genre : Jeu de société; PEGI : 7. Support : Wii; Nombre de joueurs ...,,,7.0,,,,,,,,,,,--,1,10,,,,DVD,,,
16131,Goku Makaimura Kai,PSP,2007.0,Platform,Capcom,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16132,No Fate! Only the Power of Will,X360,2010.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16133,Conflict: Denied Ops,PC,2008.0,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,Pivotal Games,français intégrale,,Un joueurMultijoueur (coopération),58.0,18.0,4.7,63.0,11,11,13.3,16.0,2.0,,DVD,français,français,2.0
16134,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16135,Championship Manager 2010,PC,2009.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,87.0,33.0,8.8,299.0,--,1,16,,,,PlayStation Store,,,
16136,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,61.0,29.0,7.7,11.0,,,,,,,,,,
16137,Paragon,PS4,2016.0,Action,Epic Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,,,Multi en ligne,,,,
16138,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008.0,Misc,Naxat Soft,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16139,"Hanayaka Kana, Ware ga Ichizoku",PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,,,,
16140,Mamoru-kun wa Norowarete Shimatta!,X360,2009.0,Shooter,G.Rev,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,71.0,7.0,7.4,5.0,--,0,--,3.0,,,Xbox Live Arcade,,,
16141,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16142,Myself; Yourself,PS2,2007.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,"Regista, Yeti",,,,,,,,,,,,,,17,99,17.6,7.0,,,Cartouche,,,
16143,Kurogane Kaikitan,PSV,2015.0,Adventure,Minato Station,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,,,,
16144,Starry ? Sky: After Autumn,PSP,2011.0,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16145,Dokuro,PSV,2012.0,Action,GungHo,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,76.0,26.0,7.9,19.0,16,19,17.1,7.0,,Jouable en solo,PlayStation Store,,français,
16146,Slide Adventure: Mag Kid,DS,2007.0,Action,Nintendo,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,,,,
16147,Smuggler's Run,GBA,2002.0,Racing,Rebellion,0.01,0.0,0.0,0.0,0.01,,,,,,,Angel Studios (PS2),Anglais,,"Multijoueur, solo",41.0,5.0,5.3,20.0,7,1,17,,,,,,,
16148,The Humans: Meet the Ancestors!,DS,2009.0,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,13,1,13,3.0,,Jouable en solo,Cartouche,,français,
16149,Chaos;Head Noah,PSV,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,,5pb.,Japonais,,Solo,68.0,7.0,,,--,3,12.7,,,Jouable en solo,DVD,,,
16150,Battlestations: Midway,PC,2007.0,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,Mithis Games,"Anglais, français, allemand, italien, espagnol",12.0,De 1 à 8 joueurs,76.0,20.0,7.3,49.0,11,20,15.7,12.0,2.0,,CD,anglais,français,2.0
16151,Farming Simulator 15 Expansion Pack,PC,2015.0,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,64.0,18.0,7.3,99.0,,,,,,,,,,
16152,Jan Sangoku Musou,PS2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,62.0,23.0,8.2,32.0,,,,,,,,,,
16153,Assetto Corsa,XOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.01,,,,3.0,,,Kunos Simulazioni1,"Anglais, Italien",,SoloMultijoueur,63.0,10.0,6.5,35.0,17,104,16.7,3.0,,Jouable en solo Multi en ligne,,,,
16154,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16155,Monster Bomber,DS,2006.0,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01,Taito,,,,,,,,,,55.0,6.0,,,--,1,9,,,,Cartouche,,,
